filename,arm_name,intervention_type,screening,1_month,3_months,6_months,9_months,12_months,cycle_length,visit_pattern,error
PMID 35728048 CT_Summary_SoE.pdf,Pevonedistat + Azacitidine,intervention,1,11,30,56,80,106,28,"Cycle 1: Days 1, 2, 3, 4, 5, 8, 9 (Treatment), 15, 21 (Labs). Cycle 2+: Days 1, 2, 3, 4, 5, 8, 9 (Treatment), 22 (Bone Marrow/Labs).",
PMID 35728048 CT_Summary_SoE.pdf,Azacitidine,control,1,11,30,56,80,106,28,"Cycle 1: Days 1, 2, 3, 4, 5, 8, 9 (Treatment), 15, 21 (Labs). Cycle 2+: Days 1, 2, 3, 4, 5, 8, 9 (Treatment), 22 (Bone Marrow/Labs).",
PMID 35759733CT_Summary_SoE.pdf,Regimen I (CT-2103),intervention,1,2,4,7,10,12,28,1 visit per 28-day cycle (Day 1) for 12 cycles.,
PMID 35759733CT_Summary_SoE.pdf,Regimen II (Paclitaxel),intervention,1,2,4,7,10,12,28,1 visit per 28-day cycle (Day 1) for 12 cycles.,
PMID 35759733CT_Summary_SoE.pdf,Regimen III (No Treatment/Surveillance),control,1,1,3,6,9,12,30,"Monthly surveillance visits (History, PE, CA-125) for the first year.",
PMID 35763704 a_Summary_SoE.pdf,Arm A (Atezolizumab + ddAC-PacHP),intervention,2,3,6,11,16,20,14,Cycles 1-4 are 14-day cycles; Cycles 5-22 are 21-day cycles. Visits occur on Day 1 of each cycle.,
PMID 35763704 a_Summary_SoE.pdf,Arm B (Placebo + ddAC-PacHP),control,2,3,6,11,16,20,14,Cycles 1-4 are 14-day cycles; Cycles 5-22 are 21-day cycles. Visits occur on Day 1 of each cycle.,
PMID 35810754 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 35857290 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 35922251 CT_Summary_SoE.pdf,Arm 1 (REGN2810 / Cemiplimab),intervention,1,2,7,13,19,24,42,"Day 1 and Day 22 (Treatment); Day 42 (Imaging in Cycles 1-4, 6, 8, 10, 12, 14, 16)",
PMID 35922251 CT_Summary_SoE.pdf,Arm 2 (Investigator's Choice Chemotherapy),control,1,10,27,54,75,96,42,"Topotecan used as representative intensive regimen: Days 1-5 and Days 22-26 (Treatment); Day 42 (Imaging in Cycles 1-4, 6, 8, 10, 12, 14, 16)",
PMID 35947817 CT_Summary_SoE.pdf,Arm A (DCC-2618 / Ripretinib),intervention,1,3,6,8,10,12,42,"Cycle 1: Days 1, 15, 29; Cycle 2: Days 1, 29; Cycle 3+: Day 1 only.",
PMID 35947817 CT_Summary_SoE.pdf,Arm B (Sunitinib),control,1,3,6,8,10,12,42,"Cycle 1: Days 1, 15, 29; Cycle 2: Days 1, 29; Cycle 3+: Day 1 only.",
PMID 36070540 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 36099926 CT_Summary_SoE.pdf,Arm A (Atezolizumab),intervention,1,2,5,9,13,17,21,"Day 1 of each 21-day cycle for 16 cycles, plus a discontinuation visit.",
PMID 36099926 CT_Summary_SoE.pdf,Arm B (Placebo),control,1,2,5,9,13,17,21,"Day 1 of each 21-day cycle for 16 cycles, plus a discontinuation visit.",
PMID 36108662 CT_Summary_SoE.pdf,Arm A (Pembrolizumab),intervention,2,2,5,9,13,18,21,Infusions every 3 weeks (Q3W) for a total of 18 infusions.,
PMID 36108662 CT_Summary_SoE.pdf,Arm B (Placebo),control,2,2,5,9,13,18,21,Infusions every 3 weeks (Q3W) for a total of 18 infusions.,
PMID 36155117 CT_Summary_SoE.pdf,Arm A (Palbociclib + Letrozole),intervention,2,4,8,11,14,18,28,"Cycle 1 & 2: Day 1, Day 14, Day 21. Cycle 3+: Day 1.",
PMID 36155117 CT_Summary_SoE.pdf,Arm B (Placebo + Letrozole),control,2,4,8,11,14,18,28,"Cycle 1 & 2: Day 1, Day 14, Day 21. Cycle 3+: Day 1.",
PMID 36162037 a_Summary_SoE.pdf,Arm A (Nivolumab plus Ipilimumab),intervention,1,3,7,13,20,25,14,"Every 2 weeks (Q2W) for Nivolumab and every 6 weeks (Q6W) for Ipilimumab, resulting in a visit every 14 days.",
PMID 36162037 a_Summary_SoE.pdf,Arm B (Nivolumab Monotherapy),control,1,3,7,13,20,25,14,"Every 2 weeks (Q2W) to maintain the study blind, receiving active Nivolumab every 4 weeks and placebos on intervening weeks.",
PMID 36265504 a_Summary_SoE.pdf,Enzalutamide + Docetaxel + Prednisolone,intervention,1,5,12,21,24,25,21,"Docetaxel infusion every 3 weeks (Days 1, 22, 43, 64, 85, 106, 127, 148, 169, 190). Lab visits for nadir counts at Day 8 and Day 15 for the first 3 cycles, then Day 8 for cycles 4-10. Assessment visits every 12 weeks starting at Week 37 (Day 253).",
PMID 36265504 a_Summary_SoE.pdf,Placebo + Docetaxel + Prednisolone,control,1,5,12,21,24,25,21,"Docetaxel infusion every 3 weeks (Days 1, 22, 43, 64, 85, 106, 127, 148, 169, 190). Lab visits for nadir counts at Day 8 and Day 15 for the first 3 cycles, then Day 8 for cycles 4-10. Assessment visits every 12 weeks starting at Week 37 (Day 253).",
PMID 36308441 CT_Summary_SoE.pdf,Arm A: PledOx (5 µmol/kg) + mFOLFOX6 chemotherapy,intervention,3,3,8,14,15,16,14,"1 visit every 2 weeks (Day 1 of each cycle) for 12 cycles, plus assessment visits every 3 months.",
PMID 36308441 CT_Summary_SoE.pdf,Arm B: Placebo + mFOLFOX6 chemotherapy,control,3,3,8,14,15,16,14,"1 visit every 2 weeks (Day 1 of each cycle) for 12 cycles, plus assessment visits every 3 months.",
PMID 36322844 a_Summary_SoE.pdf,Arm A (Bv-AVEPC),intervention,2,8,20,36,37,39,21,"Days 1, 2, 3, and 8 of each 21-day cycle; one day for interim imaging (Cycle 2); one day for end-of-treatment imaging; 14 daily visits for ISRT.",
PMID 36322844 a_Summary_SoE.pdf,Arm B (ABVE-PC),control,2,8,20,36,37,39,21,"Days 1, 2, 3, and 8 of each 21-day cycle; one day for interim imaging (Cycle 2); one day for end-of-treatment imaging; 14 daily visits for ISRT.",
PMID 36327426 a_Summary_SoE.pdf,Arm 1 (Durvalumab + Tremelimumab + SoC Chemotherapy),intervention,2,7,15,18,21,25,21,"Days 1, 8, 15 for 4 cycles (chemo phase); Day 1 every 4 weeks (maintenance phase).",
PMID 36327426 a_Summary_SoE.pdf,Arm 2 (Durvalumab + SoC Chemotherapy),intervention,2,7,15,18,21,25,21,"Days 1, 8, 15 for 4 cycles (chemo phase); Day 1 every 4 weeks (maintenance phase).",
PMID 36327426 a_Summary_SoE.pdf,Arm 3 (SoC Chemotherapy Alone),control,2,7,15,23,27,32,21,"Days 1, 8, 15 for 6 cycles (chemo phase); Day 1 every 3 weeks (maintenance phase).",
PMID 36346687 CT_Summary_SoE.pdf,Arm A (Capecitabine),intervention,1,2,5,9,10,11,21,"Day 1 of each 21-day cycle for 8 cycles, followed by follow-up visits every 3 months.",
PMID 36346687 CT_Summary_SoE.pdf,Arm B (Observation),control,1,0,1,2,3,4,0,Follow-up visits every 3 months starting from randomization.,
PMID 36395435 b_Summary_SoE.pdf,Arm A (Zanubrutinib),intervention,1,2,4,7,10,14,28,"Screening visit (1 day), followed by Day 1 visits for each 28-day cycle.",
PMID 36395435 b_Summary_SoE.pdf,Arm B (Ibrutinib),control,1,2,4,7,10,14,28,"Screening visit (1 day), followed by Day 1 visits for each 28-day cycle.",
PMID 36455168 a_Summary_SoE.pdf,Arm A (Pembrolizumab + BSC),intervention,2,2,5,9,13,18,21,Day 1 of each 3-week cycle (Q3W),
PMID 36455168 a_Summary_SoE.pdf,Arm B (Placebo + BSC),control,2,2,5,9,13,18,21,Day 1 of each 3-week cycle (Q3W),
PMID 36473143 CT_Summary_SoE.pdf,Arm A (Nivolumab + Ipilimumab),intervention,2,3,7,13,20,27,42,"Nivolumab Q2W (Days 1, 15, 29) and Ipilimumab Q6W (Day 1).",
PMID 36473143 CT_Summary_SoE.pdf,Arm B (EXTREME Regimen),control,2,11,28,44,57,71,21,"Initial 6 cycles: Days 1, 2, 3, 4, 8, 15 of a 21-day cycle. Maintenance: Weekly Cetuximab.",
PMID 36503738 CT_Summary_SoE.pdf,Arm 1 (BBI-608 + FOLFIRI),intervention,3,3,7,13,20,27,14,Biweekly (every 14 days) on Day 1 of each cycle.,
PMID 36503738 CT_Summary_SoE.pdf,Arm 2 (FOLFIRI alone),control,2,3,7,13,20,27,14,Biweekly (every 14 days) on Day 1 of each cycle.,
PMID 36521097 CT_Summary_SoE.pdf,Arm A (nab-Paclitaxel plus Gemcitabine),intervention,1,4,10,19,20,21,28,"Days 1, 8, and 15 of a 28-day cycle for 6 cycles.",
PMID 36521097 CT_Summary_SoE.pdf,Arm B (Gemcitabine),control,1,4,10,19,20,21,28,"Days 1, 8, and 15 of a 28-day cycle for 6 cycles.",
PMID 36535566 CT_Summary_SoE.pdf,Arm 1 (Pembrolizumab),intervention,1,5,13,17,21,26,21,"Cycles 1-4: Days 1, 8, 15; Cycles 5+: Day 1 only.",
PMID 36535566 CT_Summary_SoE.pdf,Arm 2 (Standard of Care - Gemcitabine),control,1,5,13,22,30,40,21,"Cycles 1-4: Days 1, 8, 15; Cycles 5+: Days 1, 8 (Gemcitabine schedule).",
PMID 36541957 CT_Summary_SoE.pdf,Arm A (Ibrutinib + CIT),intervention,1,3,5,8,9,10,28,"Combination Phase: C1D1, C1D14, C2D1, C3D1, EOT (Day 85). Monotherapy Phase: C1D1 (Day 85), C2D1 (Day 113), C3D1 (Day 141), End-of-Monotherapy (Day 169). Follow-up: 9m, 12m.",
PMID 36541957 CT_Summary_SoE.pdf,Arm B (CIT alone),control,1,3,5,6,7,8,28,"Treatment Phase: C1D1, C1D14, C2D1, C3D1, EOT (Day 85). Follow-up: 6m, 9m, 12m.",
PMID 36623230 a_Summary_SoE.pdf,Arm A (45 Gy BID 3 weeks + Cisplatin/Etoposide),control,2,19,30,31,32,33,21,Radiotherapy daily (Mon-Fri) for 3 weeks; Chemotherapy Days 1-3 of each 21-day cycle (4 cycles total); Labs Day 1 and 8 of each cycle.,
PMID 36623230 a_Summary_SoE.pdf,Arm B (70 Gy QD 7 weeks + Cisplatin/Etoposide),intervention,2,22,43,44,45,46,21,Radiotherapy daily (Mon-Fri) for 7 weeks; Chemotherapy Days 1-3 of each 21-day cycle (4 cycles total); Labs Day 1 and 8 of each cycle.,
PMID 36623230 a_Summary_SoE.pdf,Arm C (61.2 Gy CB 5 weeks + Cisplatin/Etoposide),intervention,2,22,36,37,38,39,21,Radiotherapy daily (Mon-Fri) for 5 weeks; Chemotherapy Days 1-3 of each 21-day cycle (4 cycles total); Labs Day 1 and 8 of each cycle.,
PMID 36669140 CT_Summary_SoE.pdf,Regimen B (VDC/IE + Ganitumab),intervention,2,13,31,57,73,78,14,"Induction (6 cycles, 12 weeks): VDC cycles (Days 1, 2, 8), IE cycles (Days 15-19, 22). Local Control (Week 13). Consolidation (8 cycles, 16 weeks): similar pattern. Metastatic Site Radiation (1 week). Maintenance (24 weeks): Ganitumab every 3 weeks.",
PMID 36669140 CT_Summary_SoE.pdf,Regimen A (VDC/IE),control,2,13,31,57,71,72,14,"Induction (6 cycles, 12 weeks): VDC cycles (Days 1, 2, 8), IE cycles (Days 15-19, 22). Local Control (Week 13). Consolidation (8 cycles, 16 weeks): similar pattern. Metastatic Site Radiation (1 week). No Maintenance phase.",
PMID 36693773 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 36709073 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 36764316 a_Summary_SoE.pdf,AMG 510 (Sotorasib),intervention,2,5,10,14,18,23,21,"Cycle 1: Days 1, 5, 8; Cycles 2-4: Days 1, 5; Cycle 5+: Day 1.",
PMID 36764316 a_Summary_SoE.pdf,Docetaxel,control,2,4,8,12,16,21,21,"Cycles 1-3: Days 1, 5; Cycle 4+: Day 1.",
PMID 36795891 a_Summary_SoE.pdf,Arm 1 (Rucaparib),intervention,3,3,6,9,12,16,28,"Visits occur on Day 1 and Day 15 for the first 8 weeks, then every 4 weeks (Day 1 of each cycle) thereafter.",
PMID 36795891 a_Summary_SoE.pdf,Arm 2 (Physician's Choice - AR-directed therapy),control,3,3,6,9,12,16,28,"Visits occur on Day 1 and Day 15 for the first 8 weeks, then every 4 weeks (Day 1 of each cycle) thereafter.",
PMID 36795891 a_Summary_SoE.pdf,Arm 3 (Physician's Choice - Docetaxel),control,3,3,7,13,17,21,21,Docetaxel infusions every 3 weeks (max 10 cycles). PRO assessments every 4 weeks. Imaging every 8-12 weeks.,
PMID 36952634 CT_Summary_SoE.pdf,Arm A (Niraparib + AAP),intervention,2,5,11,14,17,20,28,"Weekly for Cycles 1-2 (BP/Labs), Day 1 and 15 for Cycle 3, then Day 1 for Cycles 4-12, then Day 1 every 2 cycles (C13+). Imaging at C3D1, C5D1, C7D1, then every 12 weeks.",
PMID 36952634 CT_Summary_SoE.pdf,Arm B (Placebo + AAP),control,2,5,11,14,17,20,28,"Weekly for Cycles 1-2 (BP/Labs), Day 1 and 15 for Cycle 3, then Day 1 for Cycles 4-12, then Day 1 every 2 cycles (C13+). Imaging at C3D1, C5D1, C7D1, then every 12 weeks.",
PMID 36969338 a_Summary_SoE.pdf,Arm 1 (BBI-608 plus nab-paclitaxel with gemcitabine),intervention,2,4,11,21,31,40,28,"Run-in Day 1, then Days 1, 8, and 15 of each 28-day cycle.",
PMID 36969338 a_Summary_SoE.pdf,Arm 2 (nab-paclitaxel with gemcitabine),control,2,4,10,20,30,40,28,"Days 1, 8, and 15 of each 28-day cycle.",
PMID 36996380 CT_Summary_SoE.pdf,Arm A (Enzalutamide alone),control,2,1,4,7,10,14,28,Day 1 of each 28-day cycle.,
PMID 36996380 CT_Summary_SoE.pdf,"Arm B (Enzalutamide, Abiraterone, and Prednisone)",intervention,2,3,7,10,13,17,28,"Day 1 and Day 15 for the first 3 months (Cycles 1-3), then Day 1 of each cycle thereafter.",
PMID 37069359 a_Summary_SoE.pdf,Arm A (BL-8040 + G-CSF),intervention,2,17,41,42,43,44,0,"Daily for 8 days (mobilization), then conditioning and transplant, then daily for 29 days post-transplant, then follow-up visits at Day 30, 60, 100, 180, 270, and 360 post-transplant.",
PMID 37069359 a_Summary_SoE.pdf,Arm B (Placebo + G-CSF),control,2,17,41,42,43,44,0,"Daily for 8 days (mobilization), then conditioning and transplant, then daily for 29 days post-transplant, then follow-up visits at Day 30, 60, 100, 180, 270, and 360 post-transplant.",
PMID 37071094 a_Summary_SoE.pdf,mFOLFOX6 + panitumumab,intervention,2,3,7,13,20,27,14,Day 1 of every 14-day course,
PMID 37071094 a_Summary_SoE.pdf,mFOLFOX6 + bevacizumab,control,2,3,7,13,20,27,14,Day 1 of every 14-day course,
PMID 37075781 a_Summary_SoE.pdf,Arm A (Pembrolizumab + Gemcitabine + Cisplatin),intervention,2,4,9,18,26,36,21,Day 1 and Day 8 of each 21-day cycle.,
PMID 37075781 a_Summary_SoE.pdf,Arm B (Placebo + Gemcitabine + Cisplatin),control,2,4,9,18,26,36,21,Day 1 and Day 8 of each 21-day cycle.,
PMID 37080222 a_Summary_SoE.pdf,Arm A (Tislelizumab + chemotherapy doublet),intervention,2,5,11,15,19,24,21,"Cycles 1-3: Days 1, 8, 15. Cycle 4 and subsequent: Day 1 only.",
PMID 37080222 a_Summary_SoE.pdf,Arm B (Placebo + chemotherapy doublet),control,2,5,11,15,19,24,21,"Cycles 1-3: Days 1, 8, 15. Cycle 4 and subsequent: Day 1 only.",
PMID 37080223 CT_Summary_SoE.pdf,Arm A (Standard Chemoradiation),control,2,20,33,34,35,36,7,EBRT 5 days/week for 6 weeks; weekly cisplatin; 2 days brachytherapy; 3-monthly follow-up.,
PMID 37080223 CT_Summary_SoE.pdf,Arm B (Standard Chemoradiation + Adjuvant Chemotherapy),intervention,2,20,33,37,38,39,21,EBRT 5 days/week for 6 weeks; weekly cisplatin; 2 days brachytherapy; 4 cycles 3-weekly adjuvant chemotherapy; 3-monthly follow-up.,
PMID 37086745 a_Summary_SoE.pdf,Arm A (Trastuzumab deruxtecan),intervention,3,4,7,11,15,20,21,"Cycle 1: Days 1, 8, 15; Cycle 2 and subsequent: Day 1 only.",
PMID 37086745 a_Summary_SoE.pdf,Arm B (Investigator's Choice),control,3,4,7,11,15,20,21,"Cycle 1: Days 1, 8, 15; Cycle 2 and subsequent: Day 1 only.",
PMID 37104748 CT_Summary_SoE.pdf,Arm 1 (Dose-escalated RT alone),control,2,20,44,45,46,47,7,Daily RT (5 days/week) for 44 fractions (~9 weeks).,
PMID 37104748 CT_Summary_SoE.pdf,Arm 2 (Dose-escalated RT + short-term ADT),intervention,2,2,27,48,48,49,30,Monthly ADT injections/labs for 6 months. Daily RT (5 days/week) for 44 fractions starting at Week 8.,
PMID 37116523 a_Summary_SoE.pdf,Arm A (Quizartinib + Chemotherapy),intervention,2,29,46,62,65,68,28,"Induction: 28-day inpatient stay. Consolidation: Days 1, 3, 5, 6, 13, 19, 28. Continuation: Cycle 1 (Days 1, 8, 15), Cycle 2 (Days 1, 15), Cycle 3+ (Day 1).",
PMID 37116523 a_Summary_SoE.pdf,Arm B (Placebo + Chemotherapy),control,2,29,46,62,65,68,28,"Induction: 28-day inpatient stay. Consolidation: Days 1, 3, 5, 6, 13, 19, 28. Continuation: Cycle 1 (Days 1, 8, 15), Cycle 2 (Days 1, 15), Cycle 3+ (Day 1).",
PMID 37141294 CT_Summary_SoE.pdf,Pembrolizumab (MK-3475),intervention,1,2,5,9,13,18,21,Day 1 of each 21-day (3-week) cycle,
PMID 37141294 CT_Summary_SoE.pdf,Docetaxel,control,1,2,5,9,13,18,21,Day 1 of each 21-day (3-week) cycle,
PMID 37257422 CT_Summary_SoE.pdf,,,,,,,,,,,Unknown failure
PMID 37272516 a_Summary_SoE.pdf,Arm A (Vorasidenib),intervention,2,3,6,9,12,16,28,Cycles 1-2: Days 1 and 15; Cycles 3-14: Day 1 only.,
PMID 37272516 a_Summary_SoE.pdf,Arm B (Placebo),control,2,3,6,9,12,16,28,Cycles 1-2: Days 1 and 15; Cycles 3-14: Day 1 only.,
PMID 37276510 CT_Summary_SoE.pdf,Arm 1 (SGI-110),intervention,1,10,27,45,60,76,28,"SGI-110 given SC daily for 5 days (Days 1-5) in 28-day cycles. Additional visits for labs/assessments on Days 8, 15, 22 in Cycles 1-2, and Day 15 in Cycles 3-6. Cycles >6 require only treatment day visits.",
PMID 37276510 CT_Summary_SoE.pdf,Arm 2 (Treatment Choice - Cytarabine),control,1,14,41,78,108,139,28,"Calculated using the most intensive TC regimen: Cytarabine 20mg SC BID on Days 1-10 every 28 days. Additional visits on Days 15, 22 in Cycles 1-2, and Day 15 in Cycles 3-6.",
PMID 37284847 CT_Summary_SoE.pdf,Group 1 (Olanzapine + Fosaprepitant/Aprepitant),intervention,1,2,4,4,4,4,21,Screening visit followed by Day 1 of each chemotherapy cycle (Cycles 1-4).,
PMID 37284847 CT_Summary_SoE.pdf,Group 2 (Olanzapine + Placebo),control,1,2,4,4,4,4,21,Screening visit followed by Day 1 of each chemotherapy cycle (Cycles 1-4).,
PMID 37285865 b_Summary_SoE.pdf,Arm A (Talazoparib + Enzalutamide),intervention,2,3,7,11,14,18,,"q2w through Week 17, then q4w through Week 53, then q8w thereafter.",
PMID 37285865 b_Summary_SoE.pdf,Arm B (Placebo + Enzalutamide),control,2,3,7,11,14,18,,"q2w through Week 17, then q4w through Week 53, then q8w thereafter.",
PMID 37290035 CT_Summary_SoE.pdf,Arm 1 (Pembrolizumab + Olaparib),intervention,1,2,5,9,13,18,21,Day 1 of each 21-day cycle.,
PMID 37290035 CT_Summary_SoE.pdf,Arm 2 (Abiraterone Acetate or Enzalutamide),control,1,2,5,9,13,18,21,Day 1 of each 21-day cycle.,
PMID 37290461 a_Summary_SoE.pdf,Experimental Arm (Atezolizumab + Cabozantinib),intervention,2,4,7,11,15,20,21,Day 1 of each 21-day cycle.,
PMID 37290461 a_Summary_SoE.pdf,Control Arm (Cabozantinib),control,2,4,7,11,15,20,21,Day 1 of each 21-day cycle.,
PMID 37315297 a_Summary_SoE.pdf,Arm 1: Combined EBRT and Brachytherapy,intervention,2,20,27,29,30,31,7,"Daily EBRT (5 days/week) for 5 weeks, followed by 1-day Brachytherapy procedure 2-4 weeks later.",
PMID 37315297 a_Summary_SoE.pdf,Arm 2: Brachytherapy Alone,control,2,2,2,4,5,6,,Single-day Brachytherapy procedure followed by post-implant imaging and periodic follow-up.,
PMID 37331369 CT_Summary_SoE.pdf,Arm A (Fruquintinib + BSC),intervention,2,3,7,10,13,17,28,Screening (2 days); Cycles 1-3: Day 1 and Day 21; Cycles 4+: Day 1 only.,
