filename,arm_name,intervention_type,screening,1_month,3_months,6_months,9_months,12_months,cycle_length,visit_pattern,error
PMID 30177994 a_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 30516102 a_Summary_SoE.pdf,Arm A (Trastuzumab emtansine),intervention,2,2,6,11,16,20,21,"Day 1 of each 21-day cycle for drug administration; Days 14-21 of Cycles 2, 6, 10, and 14 for cardiac monitoring (ECHO/MUGA).",
PMID 30516102 a_Summary_SoE.pdf,Arm B (Trastuzumab),control,2,2,6,11,16,20,21,"Day 1 of each 21-day cycle for drug administration; Days 14-21 of Cycles 2, 6, 10, and 14 for cardiac monitoring (ECHO/MUGA).",
PMID 31327689 CT_Summary_SoE.pdf,Arm A (Pembrolizumab + Lenalidomide + Dexamethasone),intervention,1,3,7,13,19,27,28,"Day 1 of every 28-day cycle for labs and drug dispensing, plus Pembrolizumab infusions every 21 days (Q3W).",
PMID 31327689 CT_Summary_SoE.pdf,Arm B (Lenalidomide + Dexamethasone),control,1,2,4,7,10,14,28,Day 1 of every 28-day cycle only for labs and drug dispensing.,
PMID 31821109 a_Summary_SoE.pdf,Arm 1 (Chemotherapy Alone),control,2,2,5,16,17,18,21,AC phase: 4 cycles every 3 weeks; WP phase: 12 weekly doses.,
PMID 31821109 a_Summary_SoE.pdf,Arm 2 (Chemotherapy + Trastuzumab),intervention,2,2,5,16,21,30,21,AC phase: 4 cycles every 3 weeks; WP+H phase: 12 weekly doses; H-alone phase: every 3 weeks for remainder of 1 year.,
PMID 34087126 b_Summary_SoE.pdf,DaraPomDex (Daratumumab + Pomalidomide + Dexamethasone),intervention,1,5,11,17,20,24,28,"Cycles 1-2: Days 1, 8, 15, 22; Cycles 3-6: Days 1, 15; Cycles 7+: Day 1",
PMID 34087126 b_Summary_SoE.pdf,PomDex (Pomalidomide + Dexamethasone),control,1,5,11,17,20,24,28,"Cycles 1-2: Days 1, 8, 15, 22; Cycles 3-6: Days 1, 15; Cycles 7+: Day 1",
PMID 34110925 a_Summary_SoE.pdf,Arm 1: Reduced-dose CSI (18 Gy),intervention,2,22,34,41,49,57,42,"Radiation: Daily (5 days/week) for 6 weeks. Maintenance Regimen A (6-week cycles): Days 1, 8, 15. Maintenance Regimen B (4-week cycles): Days 1, 2, 8, 15.",
PMID 34110925 a_Summary_SoE.pdf,Arm 2: Standard-dose CSI (23.4 Gy),control,2,22,34,41,49,57,42,"Radiation: Daily (5 days/week) for 6 weeks. Maintenance Regimen A (6-week cycles): Days 1, 8, 15. Maintenance Regimen B (4-week cycles): Days 1, 2, 8, 15.",
PMID 34874182 CT_Summary_SoE.pdf,Arm A (Palbociclib + Endocrine Therapy),intervention,1,3,5,6,7,8,28,"C1D1, C1D14, C2D1, C2D14, then every 3 cycles (C3D1, C6D1, C9D1, C12D1...)",
PMID 34874182 CT_Summary_SoE.pdf,Arm B (Endocrine Therapy Alone),control,1,2,3,4,5,6,28,"C1D1, C2D1, C3D1, then every 3 cycles (C6D1, C9D1, C12D1...)",
PMID 35660812 a_Summary_SoE.pdf,Arm A (Conventional RVD),control,1,7,26,44,57,61,21,"RVD Cycles 1-8: Days 1, 4, 8, 11 (4 visits/cycle). Maintenance: Day 1 dosing visit + weekly/bi-weekly labs in early cycles.",
PMID 35660812 a_Summary_SoE.pdf,Arm B (RVD + PBSCT),intervention,1,7,26,50,65,69,21,"RVD Cycles 1-3 & 4-5: Days 1, 4, 8, 11. Transplant: ~20 days inpatient. Maintenance: Day 1 dosing visit + weekly/bi-weekly labs in early cycles.",
PMID 35665782 CT_Summary_SoE.pdf,Arm 1: Trastuzumab deruxtecan (T-DXd),intervention,2,4,7,11,15,20,21,"Cycle 1: Day 1, Day 8, Day 15. Subsequent cycles: Day 1.",
PMID 35665782 CT_Summary_SoE.pdf,Arm 2: Treatment of Physician's Choice (TPC),control,2,4,7,11,15,20,21,"Cycle 1: Day 1, Day 8, Day 15. Subsequent cycles: Day 1.",
PMID 35704479 a_Summary_SoE.pdf,Group 1: Active Monitoring Arm,control,1,1,1,2,2,3,180,"Visit 0 (Screening), Visit 1 (Randomization), then every 6 months (Visits 2-11).",
PMID 35704479 a_Summary_SoE.pdf,Group 2: Treatment Arm (TCA Modality),intervention,1,2,4,5,5,6,180,"Visit 0 (Screening), Visit 1 (Day 1), interim visits 1A, 1B, 1C (every 3 weeks), then every 6 months (Visits 2-11).",
PMID 35704479 a_Summary_SoE.pdf,Group 2: Treatment Arm (Imiquimod or 5-FU Modality),intervention,1,1,2,4,4,5,180,"Visit 0 (Screening), Visit 1 (Day 1), interim visits 1A (8 weeks) and 1B (16 weeks), then every 6 months (Visits 2-11).",
PMID 35704479 a_Summary_SoE.pdf,Group 2: Treatment Arm (Ablative Modality),intervention,1,1,2,4,4,5,180,"Visit 0 (Screening), Visit 1 (Day 1), interim visits 1A (8 weeks) and 1B (16 weeks), then every 6 months (Visits 2-11).",
PMID 35704479 a_Summary_SoE.pdf,Group 2: Treatment Arm (Surgery Modality),intervention,1,2,3,4,4,5,180,"Visit 0 (Screening), Visit 1 (Day 1), interim visits 1A and 1B (surgery/follow-up within 2 months), then every 6 months (Visits 2-11).",
PMID 35728048 CT_Summary_SoE.pdf,Arm A: Single-agent Azacitidine,control,2,11,30,56,80,106,28,"Cycle 1: Days 1, 2, 3, 4, 5, 8, 9 (treatment), 15, 21 (labs). Cycle 2+: Days 1, 2, 3, 4, 5, 8, 9 (treatment), 22 (labs).",
PMID 35728048 CT_Summary_SoE.pdf,Arm B: Pevonedistat plus Azacitidine,intervention,2,11,30,56,80,106,28,"Cycle 1: Days 1, 2, 3, 4, 5, 8, 9 (treatment), 15, 21 (labs). Cycle 2+: Days 1, 2, 3, 4, 5, 8, 9 (treatment), 22 (labs).",
PMID 35759733CT_Summary_SoE.pdf,Regimen I (CT-2103),intervention,2,3,7,14,20,24,28,"Day 1: Infusion, History, Physical Exam, Labs, CA-125; Day 8-12: Nadir Labs (CBC/Diff, Platelets)",
PMID 35759733CT_Summary_SoE.pdf,Regimen II (Paclitaxel),intervention,2,3,7,14,20,24,28,"Day 1: Infusion, History, Physical Exam, Labs, CA-125; Day 8-12: Nadir Labs (CBC/Diff, Platelets)",
PMID 35759733CT_Summary_SoE.pdf,Regimen III (No Treatment/Surveillance),control,2,2,4,7,10,14,28,"Monthly surveillance visits (History, Physical Exam, CA-125)",
PMID 35763704 a_Summary_SoE.pdf,Arm A (Atezolizumab + ddAC-PacHP),intervention,2,3,9,19,23,28,14,"Cycles 1-4: Q2W (Day 1); Cycles 5-8: Q3W (Day 1) with weekly Paclitaxel (Day 8, 15); Adjuvant Cycles 9-22: Q3W (Day 1).",
PMID 35763704 a_Summary_SoE.pdf,Arm B (Placebo + ddAC-PacHP),control,2,3,9,19,23,28,14,"Cycles 1-4: Q2W (Day 1); Cycles 5-8: Q3W (Day 1) with weekly Paclitaxel (Day 8, 15); Adjuvant Cycles 9-22: Q3W (Day 1).",
PMID 35810754 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 35857290 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 35922251 CT_Summary_SoE.pdf,Experimental: Cemiplimab (REGN2810),intervention,1,2,7,13,18,24,42,"Cemiplimab administered Q3W (Day 1 and Day 22 of a 42-day cycle). Imaging (CT/MRI) occurs on Day 42 of cycles 1-4, 6, 8, 10, 12, 14, and 16.",
PMID 35922251 CT_Summary_SoE.pdf,Control: Investigator's Choice Chemotherapy (Topotecan),control,1,10,27,49,70,96,42,"Topotecan administered daily for 5 days every 21 days (Days 1-5 and 22-26 of a 42-day cycle). Imaging (CT/MRI) occurs on Day 42 of cycles 1-4, 6, 8, 10, 12, 14, and 16.",
PMID 35947817 CT_Summary_SoE.pdf,DCC-2618 (Ripretinib),intervention,1,3,6,10,14,19,42,"Cycle 1: Days 1, 15, 29; Cycle 2 and beyond: Days 1, 29.",
PMID 35947817 CT_Summary_SoE.pdf,Sunitinib,control,1,3,6,10,14,19,42,"Cycle 1: Days 1, 15, 29; Cycle 2 and beyond: Days 1, 29.",
PMID 36070540 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 36099926 CT_Summary_SoE.pdf,Arm A (Atezolizumab),intervention,2,2,5,9,13,17,21,Day 1 of each 21-day cycle for 16 cycles.,
PMID 36099926 CT_Summary_SoE.pdf,Arm B (Placebo),control,2,2,5,9,13,17,21,Day 1 of each 21-day cycle for 16 cycles.,
PMID 36108662 CT_Summary_SoE.pdf,Arm A (Pembrolizumab),intervention,4,2,5,9,13,18,21,IV infusions every 3 weeks (21-day cycles) for a total of 18 infusions.,
PMID 36108662 CT_Summary_SoE.pdf,Arm B (Placebo),control,4,2,5,9,13,18,21,IV infusions every 3 weeks (21-day cycles) for a total of 18 infusions.,
PMID 36155117 CT_Summary_SoE.pdf,Arm A (Palbociclib + Letrozole),intervention,1,4,8,11,14,18,28,"Cycles 1-2: Days 1, 14, 21; Cycles 3+: Day 1 only.",
PMID 36155117 CT_Summary_SoE.pdf,Arm B (Placebo + Letrozole),control,1,4,8,11,14,18,28,"Cycles 1-2: Days 1, 14, 21; Cycles 3+: Day 1 only.",
PMID 36162037 a_Summary_SoE.pdf,Arm A (Nivolumab + Ipilimumab),intervention,2,3,7,13,20,25,14,Every 2 weeks (Q2W) for 1 year.,
PMID 36162037 a_Summary_SoE.pdf,Arm B (Nivolumab Monotherapy),control,2,3,7,13,20,25,14,Every 2 weeks (Q2W) for 1 year.,
PMID 36265504 a_Summary_SoE.pdf,Arm A (Enzalutamide + Docetaxel + Prednisolone),intervention,1,5,12,21,24,25,21,Docetaxel infusion every 21 days (Cycles 1-10). Nadir blood draws at Day 8 (all cycles) and Day 15 (Cycles 1-3). Post-docetaxel visits every 12 weeks.,
PMID 36265504 a_Summary_SoE.pdf,Arm B (Placebo + Docetaxel + Prednisolone),control,1,5,12,21,24,25,21,Docetaxel infusion every 21 days (Cycles 1-10). Nadir blood draws at Day 8 (all cycles) and Day 15 (Cycles 1-3). Post-docetaxel visits every 12 weeks.,
PMID 36308441 CT_Summary_SoE.pdf,Arm A (PledOx + mFOLFOX6 chemotherapy),intervention,1,3,8,13,14,15,14,"Day 1 of each 14-day cycle for 12 cycles, plus quarterly assessment visits.",
PMID 36308441 CT_Summary_SoE.pdf,Arm B (Placebo + mFOLFOX6 chemotherapy),control,1,3,8,13,14,15,14,"Day 1 of each 14-day cycle for 12 cycles, plus quarterly assessment visits.",
PMID 36322844 a_Summary_SoE.pdf,Experimental Arm (Bv-AVEPC),intervention,2,8,20,36,37,38,21,"Days 1, 2, 3, and 8 of each 21-day cycle.",
PMID 36322844 a_Summary_SoE.pdf,Standard Arm (ABVE-PC),control,2,8,20,36,37,38,21,"Days 1, 2, 3, and 8 of each 21-day cycle.",
PMID 36327426 a_Summary_SoE.pdf,Treatment Arm 1: durvalumab + tremelimumab + SoC chemotherapy,intervention,1,4,9,12,15,19,21,"Cycles 1-4 (21-day cycles): Visits on Day 1 and Day 8. Cycle 5 onwards (28-day cycles): Visits on Day 1 (Weeks 12, 16, 20, etc.).",
PMID 36327426 a_Summary_SoE.pdf,Treatment Arm 2: durvalumab monotherapy + SoC chemotherapy,intervention,1,4,9,12,15,19,21,"Cycles 1-4 (21-day cycles): Visits on Day 1 and Day 8. Cycle 5 onwards (28-day cycles): Visits on Day 1 (Weeks 12, 16, 20, etc.).",
PMID 36327426 a_Summary_SoE.pdf,Treatment Arm 3: SoC chemotherapy alone,control,1,4,9,12,15,19,21,"Cycles 1-4 (21-day cycles): Visits on Day 1 and Day 8. Cycle 5 onwards (28-day cycles): Visits on Day 1 (Weeks 12, 16, 20, etc.).",
PMID 36346687 CT_Summary_SoE.pdf,Arm A (Maintenance treatment with capecitabine),intervention,8,2,5,8,9,10,21,Maintenance phase involves visits every 21 days for 8 cycles. Follow-up visits occur every 3 months for the first 2 years.,
PMID 36346687 CT_Summary_SoE.pdf,Arm B (Observation),control,8,2,5,8,9,10,21,"Observation arm follows the same visit schedule as the treatment arm during the 24-week maintenance phase, then every 3 months.",
PMID 36395435 b_Summary_SoE.pdf,Arm A (Zanubrutinib),intervention,2,2,4,7,10,14,28,"Day 1 of each 28-day cycle (C1D1, C2D1, etc.)",
PMID 36395435 b_Summary_SoE.pdf,Arm B (Ibrutinib),control,2,2,4,7,10,14,28,"Day 1 of each 28-day cycle (C1D1, C2D1, etc.)",
PMID 36455168 a_Summary_SoE.pdf,Arm A (Pembrolizumab plus Best Supportive Care),intervention,2,2,5,9,13,18,21,"Dosing occurs on Day 1 of every 3-week cycle. Assessments (labs, clinic, imaging) are synchronized with dosing days.",
PMID 36455168 a_Summary_SoE.pdf,Arm B (Placebo plus Best Supportive Care),control,2,2,5,9,13,18,21,"Dosing occurs on Day 1 of every 3-week cycle. Assessments (labs, clinic, imaging) are synchronized with dosing days.",
PMID 36473143 CT_Summary_SoE.pdf,Arm A (Nivolumab + Ipilimumab),intervention,2,3,7,13,20,27,42,"Visits occur every 2 weeks (Days 1, 15, and 29 of each 6-week cycle).",
PMID 36473143 CT_Summary_SoE.pdf,Arm B (EXTREME regimen),control,2,5,13,26,39,53,21,"Visits occur weekly (Days 1, 8, and 15 of each 3-week cycle).",
PMID 36503738 CT_Summary_SoE.pdf,Arm 1 (BBI-608 plus biweekly FOLFIRI),intervention,2,4,8,14,21,28,14,Run-in Day 1 (BBI-608 start) followed by Day 1 of every 14-day cycle (FOLFIRI infusion).,
PMID 36503738 CT_Summary_SoE.pdf,Arm 2 (biweekly FOLFIRI alone),control,2,3,7,13,20,27,14,Day 1 of every 14-day cycle (FOLFIRI infusion).,
PMID 36521097 CT_Summary_SoE.pdf,Arm A (nab-Paclitaxel plus Gemcitabine),intervention,1,4,10,20,21,22,28,"Days 1, 8, and 15 of a 28-day cycle for 6 cycles.",
PMID 36521097 CT_Summary_SoE.pdf,Arm B (Gemcitabine alone),control,1,4,10,20,21,22,28,"Days 1, 8, and 15 of a 28-day cycle for 6 cycles.",
PMID 36535566 CT_Summary_SoE.pdf,Arm 1: Pembrolizumab (MK-3475),intervention,1,6,14,18,22,27,21,"Day 1 of every 3-week cycle. Additionally, weekly visits (Days 8 and 15) for the first 4 cycles for physical exams and adverse event monitoring.",
PMID 36535566 CT_Summary_SoE.pdf,"Arm 2: Standard of Care (Gemcitabine, Capecitabine, or Docetaxel)",control,1,6,14,23,31,41,21,"Days 1 and 8 of every 3-week cycle (based on Gemcitabine schedule). Additionally, Day 15 visits for the first 4 cycles for physical exams.",
PMID 36541957 CT_Summary_SoE.pdf,Arm A (Ibrutinib + CIT),intervention,1,13,31,34,35,36,28,"CIT cycles (C1-3) require intensive visits on Days 1-9, plus weekly labs in C1. Monotherapy (C4-6) requires Day 1 visits only.",
PMID 36541957 CT_Summary_SoE.pdf,Arm B (CIT alone),control,1,13,31,32,33,34,28,"CIT cycles (C1-3) require intensive visits on Days 1-9, plus weekly labs in C1. Post-treatment follow-up starts at 6 months.",
PMID 36623230 a_Summary_SoE.pdf,Arm A (45 Gy BID Thoracic Radiotherapy + Chemotherapy),control,2,19,30,42,43,44,21,Daily RT (Mon-Fri) for 3 weeks; Chemotherapy on Days 1-3 of 4 cycles (21-day cycles); Labs on Day 8 of each cycle; Restaging every 2 cycles; Follow-up every 3 months.,
PMID 36623230 a_Summary_SoE.pdf,Arm B (70 Gy QD Thoracic Radiotherapy + Chemotherapy),intervention,2,22,41,53,54,55,21,Daily RT (Mon-Fri) for 7 weeks; Chemotherapy on Days 1-3 of 4 cycles (21-day cycles); Labs on Day 8 of each cycle; Restaging every 2 cycles; Follow-up every 3 months.,
PMID 36669140 CT_Summary_SoE.pdf,Regimen B (VDC/IE + Ganitumab),intervention,2,9,22,42,61,65,14,"Induction/Consolidation: 2 days for VDC cycles, 5 days for IE cycles. Local Control: ~4 weeks. Metastatic Radiation: 5 days. Maintenance: 1 day every 3 weeks.",
PMID 36669140 CT_Summary_SoE.pdf,Regimen A (VDC/IE),control,2,9,22,42,59,60,14,"Induction/Consolidation: 2 days for VDC cycles, 5 days for IE cycles. Local Control: ~4 weeks. Metastatic Radiation: 5 days. Follow-up: 1 day every 3 months.",
PMID 36693773 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 36709073 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 36764316 a_Summary_SoE.pdf,Arm A (AMG 510 / Sotorasib),intervention,1,4,7,11,15,20,21,Cycle 1: Days 1 and 8; Cycles 2+: Day 1 only.,
PMID 36764316 a_Summary_SoE.pdf,Arm B (Docetaxel),control,1,3,6,10,14,19,21,Day 1 of every 21-day cycle.,
PMID 36795891 a_Summary_SoE.pdf,Arm A (Rucaparib or AR-directed therapy),intervention,2,3,6,9,12,16,28,"Day 1, 15, 29, 43, 57, then every 28 days thereafter.",
PMID 36795891 a_Summary_SoE.pdf,Arm B (Docetaxel),control,2,3,7,13,17,21,21,"Day 1, 22, 43, 64, 85, 106, 127, 148, 169, 190 (10 cycles max); PRO every 4 weeks; Imaging every 8/12 weeks.",
PMID 36952634 CT_Summary_SoE.pdf,Arm A (Niraparib + AAP),intervention,2,5,9,12,15,18,28,"Cycle 1: Weekly (D1, D8, D15, D22); Cycles 2-3: Bi-weekly (D1, D15); Cycles 4-12: Monthly (D1); Cycles 13+: Every 2 cycles (D1).",
PMID 36952634 CT_Summary_SoE.pdf,Arm B (Placebo + AAP),control,2,5,9,12,15,18,28,"Cycle 1: Weekly (D1, D8, D15, D22); Cycles 2-3: Bi-weekly (D1, D15); Cycles 4-12: Monthly (D1); Cycles 13+: Every 2 cycles (D1).",
PMID 36969338 a_Summary_SoE.pdf,Arm 1 (BBI-608 plus nab-paclitaxel with gemcitabine),intervention,3,4,10,20,30,40,28,"Days 1, 8, and 15 of each 28-day cycle.",
PMID 36969338 a_Summary_SoE.pdf,Arm 2 (nab-paclitaxel with gemcitabine),control,2,4,10,20,30,40,28,"Days 1, 8, and 15 of each 28-day cycle.",
PMID 36996380 CT_Summary_SoE.pdf,Arm A (Enzalutamide alone),control,2,4,6,9,12,16,28,Day 1 of each 28-day cycle.,
PMID 36996380 CT_Summary_SoE.pdf,"Arm B (Enzalutamide, Abiraterone, and Prednisone)",intervention,2,5,9,12,15,19,28,"Day 1 of each 28-day cycle, plus Day 15 visits for the first 3 months (Cycles 1, 2, and 3).",
PMID 37069359 a_Summary_SoE.pdf,Arm A (BL-8040 + G-CSF),intervention,2,25,26,28,29,30,0,"Daily mobilization (Days 1-8), Conditioning (1 day), Transplant (1 day), Daily post-transplant monitoring (est. 14 days), Follow-up visits at Days 30, 60, 100, 180, 270, 360.",
PMID 37069359 a_Summary_SoE.pdf,Arm B (Placebo + G-CSF),control,2,25,26,28,29,30,0,"Daily mobilization (Days 1-8), Conditioning (1 day), Transplant (1 day), Daily post-transplant monitoring (est. 14 days), Follow-up visits at Days 30, 60, 100, 180, 270, 360.",
PMID 37071094 a_Summary_SoE.pdf,Arm A (mFOLFOX6 + panitumumab),intervention,2,5,14,26,40,53,14,"Day 1 (Infusion start, Labs, Clinic), Day 3 (Pump removal)",
PMID 37071094 a_Summary_SoE.pdf,Arm B (mFOLFOX6 + bevacizumab),control,2,5,14,26,40,53,14,"Day 1 (Infusion start, Labs, Clinic), Day 3 (Pump removal)",
PMID 37075781 a_Summary_SoE.pdf,Arm A (Pembrolizumab + Gemcitabine + Cisplatin),intervention,2,4,9,18,26,36,21,Day 1 and Day 8 of every 21-day cycle.,
PMID 37075781 a_Summary_SoE.pdf,Arm B (Placebo + Gemcitabine + Cisplatin),control,2,4,9,18,26,36,21,Day 1 and Day 8 of every 21-day cycle.,
PMID 37080222 a_Summary_SoE.pdf,Arm A (Tislelizumab + chemotherapy doublet),intervention,1,5,11,15,19,24,21,"Cycles 1-3: Days 1, 8, and 15; Cycle 4+: Day 1 only.",
PMID 37080222 a_Summary_SoE.pdf,Arm B (Placebo + chemotherapy doublet),control,1,5,11,15,19,24,21,"Cycles 1-3: Days 1, 8, and 15; Cycle 4+: Day 1 only.",
PMID 37080223 CT_Summary_SoE.pdf,Arm A (Standard chemoradiation),control,2,20,31,32,33,34,7,External beam radiation therapy (EBRT) 5 days/week for ~5.6 weeks (28 fractions) plus weekly cisplatin (5 doses) and brachytherapy (2 days).,
PMID 37080223 CT_Summary_SoE.pdf,Arm B (Standard chemoradiation followed by adjuvant chemotherapy),intervention,2,20,31,35,36,37,21,Initial chemoradiation (same as Arm A) followed by 4 cycles of adjuvant chemotherapy every 3 weeks.,
PMID 37086745 a_Summary_SoE.pdf,Arm A (Trastuzumab deruxtecan),intervention,3,4,9,15,21,28,21,"Cycle 1: Days 1, 8, 15; Cycle 2+: Day 1; Tumor assessments every 6 weeks (Q6W).",
PMID 37086745 a_Summary_SoE.pdf,Arm B (Investigator's Choice: Trastuzumab/capecitabine or Lapatinib/capecitabine),control,3,4,9,15,21,28,21,"Cycle 1: Days 1, 8, 15; Cycle 2+: Day 1; Tumor assessments every 6 weeks (Q6W).",
PMID 37104748 CT_Summary_SoE.pdf,Arm 1 (Dose-escalated RT alone),control,2,22,44,46,47,48,7,"Radiotherapy (RT) is delivered in 44 fractions (1.8 Gy/day, 5 days per week) over approximately 9 weeks. Follow-up visits occur at 3, 6, 9, and 12 months post-RT.",
PMID 37104748 CT_Summary_SoE.pdf,Arm 2 (Dose-escalated RT + short-term ADT),intervention,2,1,26,49,49,50,30,"ADT starts on Day 1 and lasts 6 months with monthly lab/clinic visits. RT starts 8 weeks after ADT initiation and consists of 44 daily fractions. Follow-up visits occur at 6, 9, and 12 months post-RT.",
PMID 37116523 a_Summary_SoE.pdf,Arm A (Quizartinib + Chemotherapy),intervention,2,29,43,56,60,64,28,"Induction Phase is inpatient (28 days). Consolidation Phase involves 6 visits per cycle (Days 1, 3, 5, 13, 19, 28). Continuation Phase involves 3 visits in Cycle 1 (Days 1, 8, 15), 2 visits in Cycle 2 (Days 1, 15), and 1 visit per cycle from Cycle 3 onwards (Day 1).",
PMID 37116523 a_Summary_SoE.pdf,Arm B (Placebo + Chemotherapy),control,2,29,43,56,60,64,28,"Induction Phase is inpatient (28 days). Consolidation Phase involves 6 visits per cycle (Days 1, 3, 5, 13, 19, 28). Continuation Phase involves 3 visits in Cycle 1 (Days 1, 8, 15), 2 visits in Cycle 2 (Days 1, 15), and 1 visit per cycle from Cycle 3 onwards (Day 1).",
PMID 37141294 CT_Summary_SoE.pdf,Arm A (Pembrolizumab),intervention,1,2,5,9,13,18,21,Day 1 of each 21-day (3-week) cycle.,
PMID 37141294 CT_Summary_SoE.pdf,Arm B (Docetaxel),control,1,2,5,9,13,18,21,Day 1 of each 21-day (3-week) cycle.,
PMID 37257422 CT_Summary_SoE.pdf,Arm A (Standard Steroids),control,1,20,33,39,46,53,28,Chemoradiation Phase: Daily focal radiation (5 days/week) for 6 weeks. Adjuvant Phase: 2 visits per 28-day cycle (Day 1 and Day 15) for 12 cycles.,
PMID 37257422 CT_Summary_SoE.pdf,Arm B (Standard Steroids + Vasoconstrictor + Cold Compress),intervention,1,20,33,39,46,53,28,Identical to Arm A. Prophylactic eye treatments (vasoconstrictors and cold compresses) are administered during scheduled infusion visits or self-administered at home.,
PMID 37257422 CT_Summary_SoE.pdf,Arm C (Enhanced Steroids + Vasoconstrictor + Cold Compress),intervention,1,20,33,39,46,53,28,Identical to Arm A. Enhanced steroid regimens (drops and ointment) are self-administered at home and do not add healthcare contact days.,
PMID 37272516 a_Summary_SoE.pdf,Arm A (Vorasidenib),intervention,2,3,6,9,12,16,28,Cycles 1-2: Days 1 and 15; Cycles 3-12: Day 1 only.,
PMID 37272516 a_Summary_SoE.pdf,Arm B (Placebo),control,2,3,6,9,12,16,28,Cycles 1-2: Days 1 and 15; Cycles 3-12: Day 1 only.,
PMID 37276510 CT_Summary_SoE.pdf,SGI-110 (Guadecitabine),intervention,2,8,22,40,55,75,28,"Cycles 1-2: Days 1-5 (treatment), 8, 15, 22 (labs). Cycles 3-6: Days 1-5 (treatment), 15 (labs). Cycles >6: Days 1-5 (treatment only).",
PMID 37276510 CT_Summary_SoE.pdf,Treatment Choice (TC) - Cytarabine Regimen,control,2,12,35,68,98,138,28,"Cycles 1-2: Days 1-10 (treatment), 15, 22 (labs). Cycles 3-6: Days 1-10 (treatment), 15 (labs). Cycles >6: Days 1-10 (treatment only).",
PMID 37284847 CT_Summary_SoE.pdf,Group 1 (Olanzapine + Fosaprepitant/Aprepitant),intervention,2,2,4,4,4,4,21,Day 1 of each 21-day chemotherapy cycle for 4 cycles.,
PMID 37284847 CT_Summary_SoE.pdf,Group 2 (Olanzapine + Placebo),control,2,2,4,4,4,4,21,Day 1 of each 21-day chemotherapy cycle for 4 cycles.,
PMID 37285865 b_Summary_SoE.pdf,Arm A (Talazoparib + Enzalutamide),intervention,2,3,7,11,14,18,14,"Every 2 weeks through Week 17, then every 4 weeks through Week 53.",
PMID 37285865 b_Summary_SoE.pdf,Arm B (Placebo + Enzalutamide),control,2,3,7,11,14,18,14,"Every 2 weeks through Week 17, then every 4 weeks through Week 53.",
PMID 37290035 CT_Summary_SoE.pdf,Arm 1 (Pembrolizumab + Olaparib),intervention,2,2,5,9,13,18,21,Day 1 of each 21-day cycle,
