filename,arm_name,intervention_type,screening,1_month,3_months,6_months,9_months,12_months,cycle_length,visit_pattern,error
PMID 34087126 b_Summary_SoE.pdf,Daratumumab plus pomalidomide and dexamethasone (DaraPomDex),intervention,1,5,11,17,20,24,28,"Cycles 1-2: Days 1, 8, 15, 22; Cycles 3-6: Days 1, 15; Cycles 7+: Day 1.",
PMID 34087126 b_Summary_SoE.pdf,Pomalidomide and dexamethasone (PomDex),control,1,5,11,17,20,24,28,"Cycles 1-2: Days 1, 8, 15, 22; Cycles 3-6: Days 1, 15; Cycles 7+: Day 1.",
PMID 34110925 a_Summary_SoE.pdf,Standard-dose CSRT (23.40 Gy) + Maintenance,intervention,2,22,33,39,47,54,42,"Radiation Phase: Daily (5 days/week) for 6 weeks. Maintenance: 3 days per cycle (Regimen A: Days 1, 8, 15; Regimen B: Days 1, 2, 8).",
PMID 34110925 a_Summary_SoE.pdf,Reduced-dose CSRT (18.00 Gy) + Maintenance,intervention,2,22,33,39,47,54,42,"Radiation Phase: Daily (5 days/week) for 6 weeks. Maintenance: 3 days per cycle (Regimen A: Days 1, 8, 15; Regimen B: Days 1, 2, 8).",
PMID 34874182 CT_Summary_SoE.pdf,Arm A (Palbociclib + Endocrine Therapy),intervention,1,3,5,6,7,8,28,"C1D1, C1D14, C2D1, C2D14, then Day 1 of Cycles 3, 6, 9, 12, 15, 18, 21, 24.",
PMID 34874182 CT_Summary_SoE.pdf,Arm B (Endocrine Therapy alone),control,1,2,3,4,5,6,28,"C1D1, C2D1, then Day 1 of Cycles 3, 6, 9, 12, 15, 18, 21, 24.",
PMID 35660812 a_Summary_SoE.pdf,Arm A (Conventional Dose RVD),control,2,7,19,37,47,51,21,"Days 1, 4, 8, 11 for RVD cycles; Day 1 for Maintenance cycles.",
PMID 35660812 a_Summary_SoE.pdf,Arm B (High-Dose RVD plus PBSCT),intervention,2,7,22,41,54,59,21,"Days 1, 4, 8, 11 for RVD cycles; Day 1 for Maintenance cycles; Inpatient stay for PBSCT.",
PMID 35665782 CT_Summary_SoE.pdf,Trastuzumab deruxtecan (T-DXd),intervention,3,4,7,11,15,20,21,"Cycle 1: Days 1, 8, 15; Cycle 2+: Day 1 only.",
PMID 35665782 CT_Summary_SoE.pdf,Treatment of Physician's Choice (TPC),control,3,4,7,11,15,20,21,"Cycle 1: Days 1, 8, 15; Cycle 2+: Day 1 only.",
PMID 35704479 a_Summary_SoE.pdf,Group 1 (Active Monitoring Arm),control,2,1,1,2,2,3,180,"Screening (Info Visit, Visit 0), Randomization (Visit 1), then every 6 months (Visit 2, Visit 3).",
PMID 35704479 a_Summary_SoE.pdf,Group 2 (Treatment Arm),intervention,2,2,4,5,5,6,21,"Screening (Info Visit, Visit 0), Randomization/Treatment Start (Visit 1), Interim Treatment (Visit 1A, 1B, 1C), then every 6 months (Visit 2, Visit 3).",
PMID 35728048 CT_Summary_SoE.pdf,Combination Pevonedistat Plus Azacitidine,intervention,2,11,30,56,80,106,28,"Cycle 1: Days 1, 2, 3, 4, 5, 8, 9 (treatment), 15, 21 (labs). Cycle 2+: Days 1, 2, 3, 4, 5, 8, 9 (treatment), 22 (labs).",
PMID 35728048 CT_Summary_SoE.pdf,Single-agent Azacitidine,control,2,11,30,56,80,106,28,"Cycle 1: Days 1, 2, 3, 4, 5, 8, 9 (treatment), 15, 21 (labs). Cycle 2+: Days 1, 2, 3, 4, 5, 8, 9 (treatment), 22 (labs).",
PMID 35759733CT_Summary_SoE.pdf,Regimen I (CT-2103),intervention,2,2,4,7,10,13,28,1 visit per 28-day cycle (Day 1),
PMID 35759733CT_Summary_SoE.pdf,Regimen II (Paclitaxel),intervention,2,2,4,7,10,13,28,1 visit per 28-day cycle (Day 1),
PMID 35759733CT_Summary_SoE.pdf,Regimen III (No anti-cancer treatment),control,2,2,4,7,10,13,30,Monthly surveillance visits (every 30 days) during the first year.,
PMID 35763704 a_Summary_SoE.pdf,Arm A (Atezolizumab + ddAC-PacHP),intervention,3,3,9,19,23,27,14,"Neoadjuvant: Cycles 1-4 (Q2W), Cycles 5-8 (Q3W with weekly Paclitaxel). Adjuvant: Cycles 9-22 (Q3W).",
PMID 35763704 a_Summary_SoE.pdf,Arm B (Placebo + ddAC-PacHP),control,3,3,9,19,23,27,14,"Neoadjuvant: Cycles 1-4 (Q2W), Cycles 5-8 (Q3W with weekly Paclitaxel). Adjuvant: Cycles 9-22 (Q3W).",
PMID 35810754 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 35857290 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 35922251 CT_Summary_SoE.pdf,Experimental: Cemiplimab (REGN2810),intervention,1,2,7,13,18,24,42,"Dosing every 3 weeks (Day 1 and Day 22 of each 42-day cycle). Tumor imaging on Day 42 of Cycles 1-4, 6, 8, 10, 12, 14, and 16.",
PMID 35922251 CT_Summary_SoE.pdf,Control: Investigator's Choice (IC) Chemotherapy (Irinotecan),control,1,4,11,22,32,42,42,"Irinotecan dosing on Days 1, 8, 15, and 22 of each 42-day cycle. Tumor imaging on Day 42 of Cycles 1-4, 6, 8, 10, 12, 14, and 16.",
PMID 35947817 CT_Summary_SoE.pdf,Arm A (DCC-2618 / Ripretinib),intervention,1,3,6,10,14,19,42,"Cycle 1: Days 1, 15, 29; Cycle 2+: Days 1, 29",
PMID 35947817 CT_Summary_SoE.pdf,Arm B (Sunitinib),control,1,3,6,10,14,19,42,"Cycle 1: Days 1, 15, 29; Cycle 2+: Days 1, 29",
PMID 36070540 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 36099926 CT_Summary_SoE.pdf,Arm A (Atezolizumab),intervention,1,2,5,9,13,17,21,Day 1 of each 21-day cycle for 16 cycles.,
PMID 36099926 CT_Summary_SoE.pdf,Arm B (Placebo),control,1,2,5,9,13,17,21,Day 1 of each 21-day cycle for 16 cycles.,
PMID 36108662 CT_Summary_SoE.pdf,Arm A (Pembrolizumab),intervention,3,2,5,9,13,18,21,1 infusion visit every 3 weeks (21 days) for a total of 18 infusions.,
PMID 36108662 CT_Summary_SoE.pdf,Arm B (Placebo),control,3,2,5,9,13,18,21,1 infusion visit every 3 weeks (21 days) for a total of 18 infusions.,
PMID 36155117 CT_Summary_SoE.pdf,Arm A (Palbociclib plus Letrozole),intervention,1,4,8,11,14,18,28,"Cycles 1 and 2: Days 1, 14, and 21. Cycles 3 and beyond: Day 1 only.",
PMID 36155117 CT_Summary_SoE.pdf,Arm B (Placebo plus Letrozole),control,1,4,8,11,14,18,28,"Cycles 1 and 2: Days 1, 14, and 21. Cycles 3 and beyond: Day 1 only.",
PMID 36162037 a_Summary_SoE.pdf,Arm A (Nivolumab + Ipilimumab),intervention,2,3,7,13,20,25,14,"Every 2 weeks (Q2W) for 1 year (W1, W3, W5... W49).",
PMID 36162037 a_Summary_SoE.pdf,Arm B (Nivolumab Monotherapy),control,2,3,7,13,20,25,14,"Every 2 weeks (Q2W) for 1 year (W1, W3, W5... W49) to maintain the double-blind using placebos.",
PMID 36265504 a_Summary_SoE.pdf,Arm A (Enzalutamide + Docetaxel + Prednisolone),intervention,5,5,12,21,24,25,21,Period 2: Docetaxel infusion every 3 weeks (Day 1); Nadir labs on Day 8 of every cycle and Day 15 of the first 3 cycles. Ongoing treatment visits every 12 weeks after docetaxel completion.,
PMID 36265504 a_Summary_SoE.pdf,Arm B (Placebo + Docetaxel + Prednisolone),control,5,5,12,21,24,25,21,Period 2: Docetaxel infusion every 3 weeks (Day 1); Nadir labs on Day 8 of every cycle and Day 15 of the first 3 cycles. Ongoing treatment visits every 12 weeks after docetaxel completion.,
PMID 36308441 CT_Summary_SoE.pdf,Arm A (PledOx + mFOLFOX6),intervention,1,3,7,13,14,15,14,"Day 1 of each 14-day cycle for 12 cycles, plus an End of Treatment (EOT) visit 14 days after the start of the final cycle.",
PMID 36308441 CT_Summary_SoE.pdf,Arm B (Placebo + mFOLFOX6),control,1,3,7,13,14,15,14,"Day 1 of each 14-day cycle for 12 cycles, plus an End of Treatment (EOT) visit 14 days after the start of the final cycle.",
PMID 36322844 a_Summary_SoE.pdf,Arm A (Bv-AVEPC),intervention,2,8,20,37,38,39,21,"Days 1, 2, 3, and 8 of each 21-day cycle for chemotherapy; daily for 14 fractions of radiation therapy (ISRT) post-chemotherapy.",
PMID 36322844 a_Summary_SoE.pdf,Arm B (ABVE-PC),control,2,8,20,37,38,39,21,"Days 1, 2, 3, and 8 of each 21-day cycle for chemotherapy; daily for 14 fractions of radiation therapy (ISRT) post-chemotherapy.",
PMID 36327426 a_Summary_SoE.pdf,Treatment Arm 1: Durvalumab + Tremelimumab + SoC Chemotherapy,intervention,1,5,13,16,19,23,21,"Days 1, 8, and 15 for the first 4 cycles (q3w), followed by Day 1 every 4 weeks (q4w) for maintenance.",
PMID 36327426 a_Summary_SoE.pdf,Treatment Arm 2: Durvalumab Monotherapy + SoC Chemotherapy,intervention,1,5,13,16,19,23,21,"Days 1, 8, and 15 for the first 4 cycles (q3w), followed by Day 1 every 4 weeks (q4w) for maintenance.",
PMID 36327426 a_Summary_SoE.pdf,Treatment Arm 3: SoC Chemotherapy Alone,control,1,5,13,16,19,23,21,"Days 1, 8, and 15 for the first 4-6 cycles (q3w), followed by maintenance therapy (q3w or q4w).",
PMID 36346687 CT_Summary_SoE.pdf,Arm A (Capecitabine Maintenance),intervention,1,2,5,9,10,11,21,"8 cycles of 21 days (C1D1, C2D1, C3D1, C4D1, C5D1, C6D1, C7D1, C8D1) followed by quarterly follow-up visits (M6, M9, M12).",
PMID 36346687 CT_Summary_SoE.pdf,Arm B (Observation),control,1,0,1,2,3,4,0,"Quarterly follow-up visits (M3, M6, M9, M12) after screening.",
PMID 36395435 b_Summary_SoE.pdf,Arm A (Zanubrutinib),intervention,2,2,4,7,10,14,28,"Day 1 of every 28-day cycle (C1D1, C2D1, etc.)",
PMID 36395435 b_Summary_SoE.pdf,Arm B (Ibrutinib),control,2,2,4,7,10,14,28,"Day 1 of every 28-day cycle (C1D1, C2D1, etc.)",
PMID 36455168 a_Summary_SoE.pdf,Arm A (Pembrolizumab plus Best Supportive Care),intervention,2,2,5,9,13,18,21,Day 1 of each 3-week cycle,
PMID 36455168 a_Summary_SoE.pdf,Arm B (Placebo plus Best Supportive Care),control,2,2,5,9,13,18,21,Day 1 of each 3-week cycle,
PMID 36473143 CT_Summary_SoE.pdf,Arm A (Nivolumab + Ipilimumab),intervention,2,3,7,13,20,27,42,"Every 2 weeks (Q2W) on Days 1, 15, and 29 of each 6-week cycle.",
PMID 36473143 CT_Summary_SoE.pdf,Arm B (EXTREME Regimen: Cetuximab + Cisplatin/Carboplatin + 5-FU),control,2,11,28,43,56,70,21,"Weekly visits. During the first 6 cycles (18 weeks), visits occur on Days 1, 2, 3, 4 (for 5-FU), 8, and 15. Maintenance Cetuximab is administered weekly thereafter.",
PMID 36503738 CT_Summary_SoE.pdf,Arm 1 (BBI-608 + FOLFIRI),intervention,3,3,7,13,20,27,14,"Day 1 of each 14-day cycle; plus a 2-day run-in period (Run-in Day 1 is in-person, Run-in Day 2 is by phone).",
PMID 36503738 CT_Summary_SoE.pdf,Arm 2 (FOLFIRI),control,2,3,7,13,20,27,14,Day 1 of each 14-day cycle.,
PMID 36521097 CT_Summary_SoE.pdf,Arm A (nab-Paclitaxel + Gemcitabine),intervention,1,4,11,22,23,24,28,"Days 1, 8, and 15 of each 28-day cycle for 6 cycles.",
PMID 36521097 CT_Summary_SoE.pdf,Arm B (Gemcitabine alone),control,1,4,11,22,23,24,28,"Days 1, 8, and 15 of each 28-day cycle for 6 cycles.",
PMID 36535566 CT_Summary_SoE.pdf,Arm 1 (Pembrolizumab),intervention,1,5,13,17,21,26,21,"Day 1, 8, and 15 for Cycles 1-4; Day 1 only for Cycle 5 onwards.",
PMID 36535566 CT_Summary_SoE.pdf,Arm 2 (Standard Chemotherapy - Gemcitabine),control,1,5,13,22,30,40,21,"Day 1, 8, and 15 for Cycles 1-4; Day 1 and 8 for Cycle 5 onwards (Gemcitabine schedule).",
PMID 36541957 CT_Summary_SoE.pdf,Arm A (Ibrutinib + CIT),intervention,1,3,5,8,9,10,28,"Combination Phase (Cycles 1-3): Day 1 and Day 14 of Cycle 1, then Day 1 of Cycles 2-3. Monotherapy Phase (Cycles 1-3): Day 1 of each cycle.",
PMID 36541957 CT_Summary_SoE.pdf,Arm B (CIT Alone),control,1,3,5,6,7,8,28,"Combination Phase (Cycles 1-3): Day 1 and Day 14 of Cycle 1, then Day 1 of Cycles 2-3. Follow-up: 6, 9, and 12 months.",
PMID 36623230 a_Summary_SoE.pdf,Arm A (45 Gy BID + Chemotherapy),control,2,19,29,41,42,43,21,"Radiotherapy daily (Mon-Fri) for 3 weeks; Chemotherapy Days 1, 2, 3 of each 21-day cycle; Labs on Day 8 of each cycle.",
PMID 36623230 a_Summary_SoE.pdf,Arm B (70 Gy QD + Chemotherapy),intervention,2,22,42,54,55,56,21,"Radiotherapy daily (Mon-Fri) for 7 weeks; Chemotherapy Days 1, 2, 3 of each 21-day cycle; Labs on Day 8 of each cycle.",
PMID 36669140 CT_Summary_SoE.pdf,Regimen B (VDC/IE + Ganitumab),intervention,2,11,28,51,74,80,14,"Induction/Consolidation: VDC cycles (Days 1, 2, 8), IE cycles (Days 1-5, 8). Maintenance: Day 1 every 21 days.",
PMID 36669140 CT_Summary_SoE.pdf,Regimen A (VDC/IE),control,2,11,28,51,72,73,14,"Induction/Consolidation: VDC cycles (Days 1, 2, 8), IE cycles (Days 1-5, 8).",
PMID 36693773 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 36709073 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 36764316 a_Summary_SoE.pdf,Arm A (AMG 510 / Sotorasib),intervention,2,5,10,14,19,25,21,"Cycle 1: Days 1, 5, 8; Cycles 2-4: Days 1, 5; Cycle 5+: Day 1 only.",
PMID 36764316 a_Summary_SoE.pdf,Arm B (Docetaxel),control,2,4,8,12,17,23,21,"Cycles 1-3: Days 1, 5; Cycle 4+: Day 1 only.",
PMID 36795891 a_Summary_SoE.pdf,Arm A (Rucaparib),intervention,3,3,6,9,12,16,28,"Day 1, Day 15, Day 29, Day 43, then every 28 days thereafter.",
PMID 36795891 a_Summary_SoE.pdf,Arm B (Abiraterone or Enzalutamide),control,3,3,6,9,12,16,28,"Day 1, Day 15, Day 29, Day 43, then every 28 days thereafter.",
PMID 36795891 a_Summary_SoE.pdf,Arm C (Docetaxel),control,3,3,7,13,17,21,21,"Administration every 3 weeks (Core), Labs every 4 weeks, Scans every 8 weeks.",
PMID 36952634 CT_Summary_SoE.pdf,Arm 1: Niraparib + Abiraterone Acetate and Prednisone (AAP),intervention,2,5,11,14,17,20,28,"C1-C2: Weekly (D1, D8, D15, D22); C3: Bi-weekly (D1, D15); C4-C12: Monthly (D1); C13+: Every 2 cycles (D1)",
PMID 36952634 CT_Summary_SoE.pdf,Arm 2: Placebo + Abiraterone Acetate and Prednisone (AAP),control,2,5,11,14,17,20,28,"C1-C2: Weekly (D1, D8, D15, D22); C3: Bi-weekly (D1, D15); C4-C12: Monthly (D1); C13+: Every 2 cycles (D1)",
PMID 36952634 CT_Summary_SoE.pdf,Cohort 3: Fixed-dose combination (FDC) of niraparib and abiraterone acetate + prednisone,intervention,2,5,11,14,17,20,28,"C1-C2: Weekly (D1, D8, D15, D22); C3: Bi-weekly (D1, D15); C4-C12: Monthly (D1); C13+: Every 2 cycles (D1)",
PMID 36969338 a_Summary_SoE.pdf,Arm 1 (BBI-608 + nab-paclitaxel + gemcitabine),intervention,2,4,11,21,31,40,28,"Run-in Day 1, then Days 1, 8, and 15 of every 28-day cycle.",
PMID 36969338 a_Summary_SoE.pdf,Arm 2 (nab-paclitaxel + gemcitabine),control,2,4,10,20,30,40,28,"Days 1, 8, and 15 of every 28-day cycle.",
PMID 36996380 CT_Summary_SoE.pdf,Arm A (Enzalutamide alone),control,2,4,6,9,12,16,28,"Day 1 of each 28-day cycle. Imaging occurs at Week 9 (C3D1), Week 17 (C5D1), Week 25 (C7D1), Week 37 (C10D1), and Week 48 (C13D1).",
PMID 36996380 CT_Summary_SoE.pdf,"Arm B (Enzalutamide, Abiraterone, and Prednisone)",intervention,2,5,9,12,15,19,28,"Day 1 of each 28-day cycle. Arm B includes additional bi-weekly lab visits (Day 15) for the first 3 cycles. Imaging occurs at Week 9 (C3D1), Week 17 (C5D1), Week 25 (C7D1), Week 37 (C10D1), and Week 48 (C13D1).",
PMID 37069359 a_Summary_SoE.pdf,Arm A (BL-8040 + G-CSF),intervention,2,20,41,42,43,44,0,"Daily for mobilization (8 days), then conditioning and transplant, followed by daily monitoring for 29 days, then periodic follow-up visits.",
PMID 37069359 a_Summary_SoE.pdf,Arm B (Placebo + G-CSF),control,2,20,41,42,43,44,0,"Daily for mobilization (8 days), then conditioning and transplant, followed by daily monitoring for 29 days, then periodic follow-up visits.",
PMID 37071094 a_Summary_SoE.pdf,Arm A (mFOLFOX6 + panitumumab),intervention,2,5,14,26,40,53,14,Day 1 (Infusion start) and Day 3 (Pump removal) of each 14-day cycle.,
PMID 37071094 a_Summary_SoE.pdf,Arm B (mFOLFOX6 + bevacizumab),control,2,5,14,26,40,53,14,Day 1 (Infusion start) and Day 3 (Pump removal) of each 14-day cycle.,
PMID 37075781 a_Summary_SoE.pdf,Arm A (Pembrolizumab + Gemcitabine + Cisplatin),intervention,2,4,9,18,26,36,21,Day 1 and Day 8 of each 21-day cycle.,
PMID 37075781 a_Summary_SoE.pdf,Arm B (Placebo + Gemcitabine + Cisplatin),control,2,4,9,18,26,36,21,Day 1 and Day 8 of each 21-day cycle.,
PMID 37080222 a_Summary_SoE.pdf,Arm A (Tislelizumab + Chemotherapy doublet),intervention,2,5,11,15,19,24,21,"Screening (up to 28 days); Cycles 1-3: Days 1, 8, 15; Cycle 4+: Day 1; all cycles are 21 days.",
PMID 37080222 a_Summary_SoE.pdf,Arm B (Placebo + Chemotherapy doublet),control,2,5,11,15,19,24,21,"Screening (up to 28 days); Cycles 1-3: Days 1, 8, 15; Cycle 4+: Day 1; all cycles are 21 days.",
PMID 37080223 CT_Summary_SoE.pdf,Arm A (Standard Chemoradiation),control,2,20,31,32,33,34,7,"EBRT 5 days/week for ~6 weeks, plus brachytherapy applications.",
PMID 37080223 CT_Summary_SoE.pdf,Arm B (Standard Chemoradiation + Adjuvant Chemotherapy),intervention,2,20,31,35,36,37,21,"EBRT 5 days/week for ~6 weeks, then brachytherapy, followed by 4 cycles of 3-weekly adjuvant chemotherapy.",
PMID 37086745 a_Summary_SoE.pdf,Arm A (Trastuzumab deruxtecan),intervention,3,4,7,11,15,20,21,"Cycle 1: Days 1, 8, 15. Subsequent cycles: Day 1 only.",
PMID 37086745 a_Summary_SoE.pdf,Arm B (Investigator's Choice: Trastuzumab/capecitabine or Lapatinib/capecitabine),control,3,4,7,11,15,20,21,"Cycle 1: Days 1, 8, 15. Subsequent cycles: Day 1 only.",
PMID 37104748 CT_Summary_SoE.pdf,Arm 1 (Dose-escalated RT alone),control,2,22,44,46,47,48,7,Daily radiotherapy (Mon-Fri) for 44 fractions (~9 weeks).,
PMID 37104748 CT_Summary_SoE.pdf,Arm 2 (Dose-escalated RT + short-term ADT),intervention,2,2,27,48,48,49,28,Monthly ADT injections for 6 months; daily RT for 44 fractions starting 8 weeks after first ADT injection.,
PMID 37116523 a_Summary_SoE.pdf,Arm A (Quizartinib + Standard Chemotherapy),intervention,2,30,67,86,91,95,28,"Induction (2 cycles) is inpatient (28 days/cycle). Consolidation (4 cycles) has visits on D1, 3, 5, 6, 13, 19, 28. Continuation (up to 36 cycles) has visits on D1, 8, 15 in C1; D1, 15 in C2; and D1 in C3+.",
PMID 37116523 a_Summary_SoE.pdf,Arm B (Placebo + Standard Chemotherapy),control,2,30,67,86,91,95,28,"Induction (2 cycles) is inpatient (28 days/cycle). Consolidation (4 cycles) has visits on D1, 3, 5, 6, 13, 19, 28. Continuation (up to 36 cycles) has visits on D1, 8, 15 in C1; D1, 15 in C2; and D1 in C3+.",
PMID 37141294 CT_Summary_SoE.pdf,Pembrolizumab (MK-3475),intervention,1,2,5,9,13,18,21,Day 1 of each 3-week (21-day) cycle.,
PMID 37141294 CT_Summary_SoE.pdf,Docetaxel,control,1,2,5,9,13,18,21,Day 1 of each 3-week (21-day) cycle.,
PMID 37257422 CT_Summary_SoE.pdf,Arm A (Standard Steroids),control,2,22,33,39,46,53,28,Chemoradiation Phase: Radiation therapy daily 5 days/week for 6 weeks. Adjuvant Phase: Day 1 and Day 15 of each 28-day cycle.,
PMID 37257422 CT_Summary_SoE.pdf,Arm B (Standard Steroids + Vasoconstrictor + Cold Compress),intervention,2,22,33,39,46,53,28,Chemoradiation Phase: Radiation therapy daily 5 days/week for 6 weeks. Adjuvant Phase: Day 1 and Day 15 of each 28-day cycle.,
PMID 37257422 CT_Summary_SoE.pdf,Arm C (Enhanced Steroids + Vasoconstrictor + Cold Compress),intervention,2,22,33,39,46,53,28,Chemoradiation Phase: Radiation therapy daily 5 days/week for 6 weeks. Adjuvant Phase: Day 1 and Day 15 of each 28-day cycle.,
PMID 37272516 a_Summary_SoE.pdf,Arm A (Vorasidenib),intervention,2,3,6,9,12,16,28,"Cycle 1: Day 1, Day 15; Cycle 2: Day 1, Day 15; Cycle 3+: Day 1 only.",
PMID 37272516 a_Summary_SoE.pdf,Arm B (Placebo),control,2,3,6,9,12,16,28,"Cycle 1: Day 1, Day 15; Cycle 2: Day 1, Day 15; Cycle 3+: Day 1 only.",
PMID 37276510 CT_Summary_SoE.pdf,SGI-110 (Guadecitabine),intervention,1,10,27,45,60,76,28,"Cycles 1-2: Days 1-5 (treatment), 8, 15, 22 (labs). Cycles 3-6: Days 1-5 (treatment), 15 (labs). Cycles >6: Days 1-5 (treatment only).",
PMID 37276510 CT_Summary_SoE.pdf,Treatment Choice (Cytarabine),control,1,14,41,78,108,139,28,"Cycles 1-2: Days 1-10 (treatment), 15, 22 (labs). Cycles 3-6: Days 1-10 (treatment), 15 (labs). Cycles >6: Days 1-10 (treatment only).",
PMID 37276510 CT_Summary_SoE.pdf,Treatment Choice (Decitabine),control,1,10,27,45,60,76,28,"Cycles 1-2: Days 1-5 (treatment), 8, 15, 22 (labs). Cycles 3-6: Days 1-5 (treatment), 15 (labs). Cycles >6: Days 1-5 (treatment only).",
PMID 37276510 CT_Summary_SoE.pdf,Treatment Choice (Azacitidine),control,1,12,34,59,80,102,28,"Cycles 1-2: Days 1-7 (treatment), 8, 15, 22 (labs). Cycles 3-6: Days 1-7 (treatment), 15 (labs). Cycles >6: Days 1-7 (treatment only).",
PMID 37284847 CT_Summary_SoE.pdf,Group 1 (Olanzapine + Fosaprepitant/Aprepitant),intervention,1,4,4,4,4,4,6,Day 1 of each 6-day cycle for up to 4 cycles (Initial + 3 Continuation cycles).,
PMID 37284847 CT_Summary_SoE.pdf,Group 2 (Olanzapine + Placebo),control,1,4,4,4,4,4,6,Day 1 of each 6-day cycle for up to 4 cycles (Initial + 3 Continuation cycles).,
PMID 37285865 b_Summary_SoE.pdf,Arm A (Talazoparib + Enzalutamide),intervention,2,3,7,11,14,18,,"Every 2 weeks through Week 17, every 4 weeks through Week 53.",
PMID 37285865 b_Summary_SoE.pdf,Arm B (Placebo + Enzalutamide),control,2,3,7,11,14,18,,"Every 2 weeks through Week 17, every 4 weeks through Week 53.",
