filename,arm_name,n,median,q1,q3,mean,std,min,max,iqr
PMID 21410393 a_Summary_SoE.pdf,Arm B (Placebo),1,5.0,5.0,5.0,5.0,,5.0,5.0,0.0
PMID 21410393 a_Summary_SoE.pdf,Placebo,2,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0
PMID 21410393 a_Summary_SoE.pdf,Sirolimus (Rapamycin),2,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0
PMID 21612468 a_Summary_SoE.pdf,Arm A (Abiraterone Acetate + Prednisone),3,17.0,17.0,17.0,17.0,0.0,17.0,17.0,0.0
PMID 21612468 a_Summary_SoE.pdf,Arm B (Placebo + Prednisone),3,17.0,17.0,17.0,17.0,0.0,17.0,17.0,0.0
PMID 21621716 CT_Summary_SoE.pdf,Arm 1 (Tarceva + Placebo),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 21621716 CT_Summary_SoE.pdf,Arm 1 (Tarceva + placebo),2,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0
PMID 21621716 CT_Summary_SoE.pdf,Arm 2 (Tarceva + Bevacizumab),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 21621716 CT_Summary_SoE.pdf,Arm 2 (Tarceva + bevacizumab),2,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0
PMID 21631324 a_Summary_SoE.pdf,Arm 1 (gp100:209-217(210M) peptide vaccine + high-dose IL-2),1,103.0,103.0,103.0,103.0,,103.0,103.0,0.0
PMID 21631324 a_Summary_SoE.pdf,Arm 1 (gp100:209-217(210M) peptide vaccine plus high-dose IL-2),1,98.0,98.0,98.0,98.0,,98.0,98.0,0.0
PMID 21631324 a_Summary_SoE.pdf,Arm 1: gp100:209-217(210M) peptide vaccine + high-dose IL-2,1,103.0,103.0,103.0,103.0,,103.0,103.0,0.0
PMID 21631324 a_Summary_SoE.pdf,Arm 2 (High-dose IL-2 alone),2,100.5,99.25,101.75,100.5,3.5355339059327378,98.0,103.0,2.5
PMID 21631324 a_Summary_SoE.pdf,Arm 2: High-dose IL-2 alone,1,103.0,103.0,103.0,103.0,,103.0,103.0,0.0
PMID 21639808 a_Summary_SoE.pdf,Arm A (RO5185426),3,19.0,19.0,19.0,19.0,0.0,19.0,19.0,0.0
PMID 21639808 a_Summary_SoE.pdf,Arm B (Dacarbazine),3,19.0,19.0,19.0,19.0,0.0,19.0,19.0,0.0
PMID 21639810 a_Summary_SoE.pdf,Arm A (Ipilimumab + Dacarbazine),3,17.0,17.0,17.0,17.0,0.0,17.0,17.0,0.0
PMID 21639810 a_Summary_SoE.pdf,Arm B (Dacarbazine + Placebo),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 21639810 a_Summary_SoE.pdf,Arm B (Placebo + Dacarbazine),2,17.0,17.0,17.0,17.0,0.0,17.0,17.0,0.0
PMID 21751904 a_Summary_SoE.pdf,Arm 1 (Neoadjuvant TAS + Radiation Therapy),3,42.0,42.0,42.0,42.0,0.0,42.0,42.0,0.0
PMID 21751904 a_Summary_SoE.pdf,Arm 2 (Radiation Therapy Alone),3,41.0,40.5,41.0,40.666666666666664,0.5773502691896263,40.0,41.0,0.5
PMID 21962393 CT_Summary_SoE.pdf,Arm A (Auto-Allo NMSCT),1,23.0,23.0,23.0,23.0,,23.0,23.0,0.0
PMID 21962393 CT_Summary_SoE.pdf,Arm A (Auto-Allo Transplant),1,45.0,45.0,45.0,45.0,,45.0,45.0,0.0
PMID 21962393 CT_Summary_SoE.pdf,Arm A (Auto-Allo: ASCT followed by NMSCT),1,49.0,49.0,49.0,49.0,,49.0,49.0,0.0
PMID 21962393 CT_Summary_SoE.pdf,Arm B (Auto-Auto + Maintenance),1,29.0,29.0,29.0,29.0,,29.0,29.0,0.0
PMID 21962393 CT_Summary_SoE.pdf,Arm B (Tandem Auto Transplant + Maintenance),1,51.0,51.0,51.0,51.0,,51.0,51.0,0.0
PMID 21962393 CT_Summary_SoE.pdf,Arm B (Tandem Auto Transplant + Observation),1,36.0,36.0,36.0,36.0,,36.0,36.0,0.0
PMID 21962393 CT_Summary_SoE.pdf,Arm B1 (Auto-Auto + Maintenance),1,75.0,75.0,75.0,75.0,,75.0,75.0,0.0
PMID 21962393 CT_Summary_SoE.pdf,Arm B2 (Auto-Auto + Observation),1,60.0,60.0,60.0,60.0,,60.0,60.0,0.0
PMID 21962393 CT_Summary_SoE.pdf,Arm C (Auto-Auto + Observation),1,16.0,16.0,16.0,16.0,,16.0,16.0,0.0
PMID 21990397 a_Summary_SoE.pdf,Arm A (Bevacizumab + Standard Chemotherapy),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 21990397 a_Summary_SoE.pdf,Arm A (Chemotherapy + Bevacizumab),2,22.0,20.0,24.0,22.0,5.656854249492381,18.0,26.0,4.0
PMID 21990397 a_Summary_SoE.pdf,Arm B (Chemotherapy + Placebo),2,22.0,20.0,24.0,22.0,5.656854249492381,18.0,26.0,4.0
PMID 21990397 a_Summary_SoE.pdf,Arm B (Placebo + Standard Chemotherapy),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 21991949 a_Summary_SoE.pdf,AC→T (Doxorubicin and Cyclophosphamide followed by Docetaxel),3,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0
PMID 21991949 a_Summary_SoE.pdf,AC→TH (Doxorubicin and Cyclophosphamide followed by Docetaxel and Trastuzumab),3,26.0,26.0,26.5,26.333333333333332,0.5773502691896255,26.0,27.0,0.5
PMID 21991949 a_Summary_SoE.pdf,"TCH (Docetaxel, Carboplatin and Trastuzumab)",3,31.0,30.5,31.0,30.666666666666668,0.5773502691896255,30.0,31.0,0.5
PMID 22025146 CT_Summary_SoE.pdf,Placebo,3,8.0,6.5,11.5,9.333333333333334,5.131601439446884,5.0,15.0,5.0
PMID 22025146 CT_Summary_SoE.pdf,Vandetanib 300 mg,3,8.0,6.5,11.5,9.333333333333334,5.131601439446884,5.0,15.0,5.0
PMID 22119496 a_Summary_SoE.pdf,Arm A (Everolimus + Sandostatin LAR),2,15.0,15.0,15.0,15.0,0.0,15.0,15.0,0.0
PMID 22119496 a_Summary_SoE.pdf,Arm A (Everolimus 10 mg/d + Sandostatin LAR Depot),1,15.0,15.0,15.0,15.0,,15.0,15.0,0.0
PMID 22119496 a_Summary_SoE.pdf,Arm B (Placebo + Sandostatin LAR Depot),1,15.0,15.0,15.0,15.0,,15.0,15.0,0.0
PMID 22119496 a_Summary_SoE.pdf,Arm B (Placebo + Sandostatin LAR),2,15.0,15.0,15.0,15.0,0.0,15.0,15.0,0.0
PMID 22149875 a_Summary_SoE.pdf,Arm A (Placebo + Trastuzumab + Docetaxel),3,25.0,25.0,25.0,25.0,0.0,25.0,25.0,0.0
PMID 22149875 a_Summary_SoE.pdf,Arm B (Pertuzumab + Trastuzumab + Docetaxel),3,25.0,25.0,25.0,25.0,0.0,25.0,25.0,0.0
PMID 22149876 a_Summary_SoE.pdf,Arm A (Everolimus + Exemestane),3,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0
PMID 22149876 a_Summary_SoE.pdf,Arm B (Placebo + Exemestane),3,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0
PMID 22204724 a_Summary_SoE.pdf,Arm I (Standard Chemotherapy + Placebo),2,30.0,30.0,30.0,30.0,0.0,30.0,30.0,0.0
PMID 22204724 a_Summary_SoE.pdf,Arm I (Standard Chemotherapy),1,34.0,34.0,34.0,34.0,,34.0,34.0,0.0
PMID 22204724 a_Summary_SoE.pdf,Arm II (Concurrent Bevacizumab + Placebo Maintenance),1,30.0,30.0,30.0,30.0,,30.0,30.0,0.0
PMID 22204724 a_Summary_SoE.pdf,Arm II (Concurrent Bevacizumab),2,32.0,31.0,33.0,32.0,2.8284271247461903,30.0,34.0,2.0
PMID 22204724 a_Summary_SoE.pdf,Arm III (Extended Bevacizumab),3,30.0,30.0,32.0,31.333333333333332,2.309401076758503,30.0,34.0,2.0
PMID 22257673 a_Summary_SoE.pdf,Lapatinib,2,22.0,21.5,22.5,22.0,1.4142135623730951,21.0,23.0,1.0
PMID 22257673 a_Summary_SoE.pdf,Lapatinib + Trastuzumab,3,22.0,21.5,22.5,22.0,1.0,21.0,23.0,1.0
PMID 22257673 a_Summary_SoE.pdf,Lapatinib alone,1,20.0,20.0,20.0,20.0,,20.0,20.0,0.0
PMID 22257673 a_Summary_SoE.pdf,Trastuzumab,2,22.0,21.5,22.5,22.0,1.4142135623730951,21.0,23.0,1.0
PMID 22257673 a_Summary_SoE.pdf,Trastuzumab alone,1,22.0,22.0,22.0,22.0,,22.0,22.0,0.0
PMID 22271472 a_Summary_SoE.pdf,"Arm A (Standard Treatment: Carboplatin, Paclitaxel, and Thoracic Radiotherapy)",1,36.0,36.0,36.0,36.0,,36.0,36.0,0.0
PMID 22271472 a_Summary_SoE.pdf,Arm A (Standard Treatment: Induction Chemo + Concurrent Chemoradiotherapy),1,36.0,36.0,36.0,36.0,,36.0,36.0,0.0
PMID 22271472 a_Summary_SoE.pdf,"Arm A (Standard Treatment: Paclitaxel, Carboplatin, and Radiation)",1,36.0,36.0,36.0,36.0,,36.0,36.0,0.0
PMID 22271472 a_Summary_SoE.pdf,Arm B (Induction Chemo + Concurrent Chemoradiotherapy + Thalidomide),1,48.0,48.0,48.0,48.0,,48.0,48.0,0.0
PMID 22271472 a_Summary_SoE.pdf,Arm B (Thalidomide + Standard Treatment),1,47.0,47.0,47.0,47.0,,47.0,47.0,0.0
PMID 22271472 a_Summary_SoE.pdf,Arm B (Thalidomide Addition),1,45.0,45.0,45.0,45.0,,45.0,45.0,0.0
PMID 22375970 a_Summary_SoE.pdf,Best Available Therapy (BAT),1,13.0,13.0,13.0,13.0,,13.0,13.0,0.0
PMID 22375970 a_Summary_SoE.pdf,Best-available therapy (BAT),2,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0
PMID 22375970 a_Summary_SoE.pdf,INC424 (Ruxolitinib),3,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0
PMID 22375971 a_Summary_SoE.pdf,Arm A (INCB018424),2,14.5,14.25,14.75,14.5,0.7071067811865476,14.0,15.0,0.5
PMID 22375971 a_Summary_SoE.pdf,Arm B (Placebo),2,14.5,14.25,14.75,14.5,0.7071067811865476,14.0,15.0,0.5
PMID 22375971 a_Summary_SoE.pdf,INCB018424,1,14.0,14.0,14.0,14.0,,14.0,14.0,0.0
PMID 22375971 a_Summary_SoE.pdf,Placebo,1,14.0,14.0,14.0,14.0,,14.0,14.0,0.0
PMID 22454414 a_Summary_SoE.pdf,Arm A (Docetaxel + Prednisone + Placebo),2,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0
PMID 22454414 a_Summary_SoE.pdf,"Arm A (Docetaxel, Prednisone, and Placebo)",1,23.0,23.0,23.0,23.0,,23.0,23.0,0.0
PMID 22454414 a_Summary_SoE.pdf,Arm B (Docetaxel + Prednisone + Bevacizumab),2,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0
PMID 22454414 a_Summary_SoE.pdf,"Arm B (Docetaxel, Prednisone, and Bevacizumab)",1,23.0,23.0,23.0,23.0,,23.0,23.0,0.0
PMID 22508813 a_Summary_SoE.pdf,Arm A (Naproxen 500mg BID),1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 22508813 a_Summary_SoE.pdf,Arm B (Matching Placebo),1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 22508813 a_Summary_SoE.pdf,Matching Placebo,1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 22508813 a_Summary_SoE.pdf,Naproxen 500mg BID,1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 22508813 a_Summary_SoE.pdf,Naproxen 500mg twice daily,1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 22508813 a_Summary_SoE.pdf,Placebo,1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 22529265 a_Summary_SoE.pdf,Arm A (Bevacizumab + Carboplatin + Gemcitabine),3,24.0,24.0,24.5,24.333333333333332,0.5773502691896255,24.0,25.0,0.5
PMID 22529265 a_Summary_SoE.pdf,Arm B (Placebo + Carboplatin + Gemcitabine),3,24.0,24.0,24.5,24.333333333333332,0.5773502691896255,24.0,25.0,0.5
PMID 22551107 a_Summary_SoE.pdf,"Arm A (EDP/M: Etoposide, Doxorubicin, Cisplatin + Mitotane)",1,46.0,46.0,46.0,46.0,,46.0,46.0,0.0
PMID 22551107 a_Summary_SoE.pdf,"Arm A (EDP/M: Etoposide, Doxorubicin, Cisplatin, Mitotane)",1,84.0,84.0,84.0,84.0,,84.0,84.0,0.0
PMID 22551107 a_Summary_SoE.pdf,Arm B (Sz/M: Streptozotocin + Mitotane),1,32.0,32.0,32.0,32.0,,32.0,32.0,0.0
PMID 22551107 a_Summary_SoE.pdf,"Arm B (Sz/M: Streptozotocin, Mitotane)",1,36.0,36.0,36.0,36.0,,36.0,36.0,0.0
PMID 22551107 a_Summary_SoE.pdf,"EDP/M (Etoposide, Doxorubicin, Cisplatin plus Mitotane)",1,78.0,78.0,78.0,78.0,,78.0,78.0,0.0
PMID 22551107 a_Summary_SoE.pdf,Sz/M (Streptozotocin plus Mitotane),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 22564989 a_Summary_SoE.pdf,Arm A (Sunitinib + Erlotinib),2,20.0,18.5,21.5,20.0,4.242640687119285,17.0,23.0,3.0
PMID 22564989 a_Summary_SoE.pdf,Arm B (Placebo + Erlotinib),2,20.0,18.5,21.5,20.0,4.242640687119285,17.0,23.0,3.0
PMID 22564989 a_Summary_SoE.pdf,Placebo + Erlotinib,1,19.0,19.0,19.0,19.0,,19.0,19.0,0.0
PMID 22564989 a_Summary_SoE.pdf,Sunitinib + Erlotinib,1,19.0,19.0,19.0,19.0,,19.0,19.0,0.0
PMID 22571200 a_Summary_SoE.pdf,Arm A (MPR followed by Lenalidomide maintenance),1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 22571200 a_Summary_SoE.pdf,Arm A (MPR induction followed by lenalidomide maintenance),1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 22571200 a_Summary_SoE.pdf,"Arm A (MPR-R: Lenalidomide, Melphalan, and Prednisone followed by Lenalidomide maintenance)",1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 22571200 a_Summary_SoE.pdf,Arm B (MPR followed by Placebo maintenance),1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 22571200 a_Summary_SoE.pdf,Arm B (MPR induction followed by placebo maintenance),1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 22571200 a_Summary_SoE.pdf,"Arm B (MPR-p: Lenalidomide, Melphalan, and Prednisone followed by Placebo maintenance)",1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 22571200 a_Summary_SoE.pdf,Arm C (MP plus Placebo followed by Placebo maintenance),1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 22571200 a_Summary_SoE.pdf,Arm C (MP plus placebo induction followed by placebo maintenance),1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 22571200 a_Summary_SoE.pdf,"Arm C (MP-p: Melphalan, Prednisone, and Placebo followed by Placebo maintenance)",1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 22571201 a_Summary_SoE.pdf,Arm A (CC-5013 / Lenalidomide),2,34.0,26.5,41.5,34.0,21.213203435596427,19.0,49.0,15.0
PMID 22571201 a_Summary_SoE.pdf,Arm A (Lenalidomide Maintenance),1,19.0,19.0,19.0,19.0,,19.0,19.0,0.0
PMID 22571201 a_Summary_SoE.pdf,Arm B (Placebo Maintenance),1,19.0,19.0,19.0,19.0,,19.0,19.0,0.0
PMID 22571201 a_Summary_SoE.pdf,Arm B (Placebo),2,34.0,26.5,41.5,34.0,21.213203435596427,19.0,49.0,15.0
PMID 22585697 a_Summary_SoE.pdf,Arm A (Placebo + Cytarabine),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 22585697 a_Summary_SoE.pdf,Arm A (Placebo + Intermediate Dose Cytarabine),1,35.0,35.0,35.0,35.0,,35.0,35.0,0.0
PMID 22585697 a_Summary_SoE.pdf,Arm A (Placebo + Intermediate Dose cytarabine [IDAC]),1,31.0,31.0,31.0,31.0,,31.0,31.0,0.0
PMID 22585697 a_Summary_SoE.pdf,Arm B (Clofarabine + Cytarabine),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 22585697 a_Summary_SoE.pdf,Arm B (Clofarabine + Intermediate Dose Cytarabine),1,35.0,35.0,35.0,35.0,,35.0,35.0,0.0
PMID 22585697 a_Summary_SoE.pdf,Arm B (Clofarabine + Intermediate Dose cytarabine [IDAC]),1,31.0,31.0,31.0,31.0,,31.0,31.0,0.0
PMID 22663011 a_Summary_SoE.pdf,Arm A (GSK1120212 / Trametinib),2,19.5,19.25,19.75,19.5,0.7071067811865476,19.0,20.0,0.5
PMID 22663011 a_Summary_SoE.pdf,Arm A (GSK1120212),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 22663011 a_Summary_SoE.pdf,Arm B (Chemotherapy - Dacarbazine or Paclitaxel),3,19.0,18.5,19.5,19.0,1.0,18.0,20.0,1.0
PMID 22663011 a_Summary_SoE.pdf,Arm C (Extension Arm - Crossover to GSK1120212),1,20.0,20.0,20.0,20.0,,20.0,20.0,0.0
PMID 22689805 a_Summary_SoE.pdf,Arm A (Low-dose Cytarabine),1,150.0,150.0,150.0,150.0,,150.0,150.0,0.0
PMID 22689805 a_Summary_SoE.pdf,Arm A (Supportive Care or Low-dose Cytarabine),2,144.0,144.0,144.0,144.0,0.0,144.0,144.0,0.0
