trial_reason,nct,nct_url,pmid,pubmed_url,arm_name,tt_12mo,pipeline_label,ctgov_label,ctgov_type,pubmed_designation,pubmed_evidence,final_label,arm_flag,human_decision (intervention/control/exclude),human_notes
PMID_MISMATCH,NCT02883049,https://clinicaltrials.gov/study/NCT02883049,32496902,https://pubmed.ncbi.nlm.nih.gov/32496902,Down Syndrome (DS) HR B-ALL,83.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PMID_MISMATCH,,
PMID_MISMATCH,NCT02883049,https://clinicaltrials.gov/study/NCT02883049,32496902,https://pubmed.ncbi.nlm.nih.gov/32496902,Down Syndrome HR B-ALL Arm,84.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PMID_MISMATCH,,
PUBMED_UNRESOLVED,NCT00475085,https://clinicaltrials.gov/study/NCT00475085,22915657,https://pubmed.ncbi.nlm.nih.gov/22915657,Arm 3 (Aprepitant + Palonosetron + Dexamethasone),1.0,control,control,ACTIVE_COMPARATOR,unresolved,,control,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00475085,https://clinicaltrials.gov/study/NCT00475085,22915657,https://pubmed.ncbi.nlm.nih.gov/22915657,"Arm 2: Granisetron + Dexamethasone (Day 1), Compazine + Placebo (Days 2 & 3)",1.0,control,intervention,EXPERIMENTAL,unresolved,,control,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00475085,https://clinicaltrials.gov/study/NCT00475085,22915657,https://pubmed.ncbi.nlm.nih.gov/22915657,Arm 1 (Palonosetron + Dexamethasone + Compazine),1.0,intervention,control,ACTIVE_COMPARATOR,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00475085,https://clinicaltrials.gov/study/NCT00475085,22915657,https://pubmed.ncbi.nlm.nih.gov/22915657,Arm 2 (Granisetron + Dexamethasone + Compazine),1.0,intervention,intervention,,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00475085,https://clinicaltrials.gov/study/NCT00475085,22915657,https://pubmed.ncbi.nlm.nih.gov/22915657,Arm 4 (Palonosetron + Dexamethasone + Compazine + Dexamethasone),1.5,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00075816,https://clinicaltrials.gov/study/NCT00075816,23075175,https://pubmed.ncbi.nlm.nih.gov/23075175,Arm B (Marrow Transplantation),29.0,control,control,ACTIVE_COMPARATOR,unresolved,,control,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00075816,https://clinicaltrials.gov/study/NCT00075816,23075175,https://pubmed.ncbi.nlm.nih.gov/23075175,Arm A (PBSC Transplantation),29.0,intervention,control,ACTIVE_COMPARATOR,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00066703,https://clinicaltrials.gov/study/NCT00066703,24881463,https://pubmed.ncbi.nlm.nih.gov/24881463,SOFT Arm A (Tamoxifen alone),5.0,control,control,ACTIVE_COMPARATOR,unresolved,,control,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00066703,https://clinicaltrials.gov/study/NCT00066703,24881463,https://pubmed.ncbi.nlm.nih.gov/24881463,TEXT Arm A (GnRH analogue + Tamoxifen),14.0,control,control,,control,"exemestane plus ovarian suppression, as compared with tamoxifen plus ovarian suppression, significantly reduced recurrence.",control,,,
PUBMED_UNRESOLVED,NCT00066703,https://clinicaltrials.gov/study/NCT00066703,24881463,https://pubmed.ncbi.nlm.nih.gov/24881463,SOFT Arm B & C (OFS + Tamoxifen/Exemestane),14.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00066703,https://clinicaltrials.gov/study/NCT00066703,24881463,https://pubmed.ncbi.nlm.nih.gov/24881463,TEXT Arm A & B (GnRH analogue + Tamoxifen/Exemestane),14.0,intervention,intervention,,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00066703,https://clinicaltrials.gov/study/NCT00066703,24881463,https://pubmed.ncbi.nlm.nih.gov/24881463,TEXT Arm A (GnRH analogue plus Tamoxifen),14.0,intervention,intervention,,control,"exemestane plus ovarian suppression, as compared with tamoxifen plus ovarian suppression, significantly reduced recurrence.",control,CORRECTION_APPLIED,,
PUBMED_UNRESOLVED,NCT00066703,https://clinicaltrials.gov/study/NCT00066703,24881463,https://pubmed.ncbi.nlm.nih.gov/24881463,TEXT Arm B (GnRH analogue plus Exemestane),14.0,intervention,intervention,,intervention,adjuvant treatment with exemestane plus ovarian suppression... significantly reduced recurrence.,intervention,,,
PUBMED_UNRESOLVED,NCT00310180,https://clinicaltrials.gov/study/NCT00310180,26412349,https://pubmed.ncbi.nlm.nih.gov/26412349,Arm B (Hormonal Therapy Alone),4.0,control,intervention,EXPERIMENTAL,unresolved,,control,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00310180,https://clinicaltrials.gov/study/NCT00310180,26412349,https://pubmed.ncbi.nlm.nih.gov/26412349,Arm C (Chemotherapy + Hormonal Therapy),8.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00134030,https://clinicaltrials.gov/study/NCT00134030,27569442,https://pubmed.ncbi.nlm.nih.gov/27569442,Arm A & C (MAP - Control),41.0,control,control,ACTIVE_COMPARATOR,control,"either postoperative cisplatin, doxorubicin, and methotrexate (MAP) or MAP plus ifosfamide and etoposide (MAPIE)... results define standard of care.",control,,,
PUBMED_UNRESOLVED,NCT00134030,https://clinicaltrials.gov/study/NCT00134030,27569442,https://pubmed.ncbi.nlm.nih.gov/27569442,Arm B (MAP + Pegylated Interferon alfa-2b),56.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00134030,https://clinicaltrials.gov/study/NCT00134030,27569442,https://pubmed.ncbi.nlm.nih.gov/27569442,Arm D (MAP + Ifosfamide/Etoposide),61.0,intervention,intervention,EXPERIMENTAL,intervention,do not support the addition of ifosfamide and etoposide to postoperative chemotherapy... associated with increased toxicity.,intervention,,,
PUBMED_UNRESOLVED,NCT00569127,https://clinicaltrials.gov/study/NCT00569127,28384065,https://pubmed.ncbi.nlm.nih.gov/28384065,Arm 2 (Depot Octreotide Plus Interferon Alpha-2b),18.0,control,intervention,EXPERIMENTAL,unresolved,,control,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00569127,https://clinicaltrials.gov/study/NCT00569127,28384065,https://pubmed.ncbi.nlm.nih.gov/28384065,Arm 1 (Depot Octreotide Plus Bevacizumab),18.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00565851,https://clinicaltrials.gov/study/NCT00565851,28438473,https://pubmed.ncbi.nlm.nih.gov/28438473,Arm I/V (No Surgery + Chemotherapy),29.0,control,control,,control,randomly assigned (1:1) to standard chemotherapy (six 3-weekly cycles of paclitaxel and carboplatin) or the same chemotherapy regimen plus bevacizumab.,control,,,
PUBMED_UNRESOLVED,NCT00565851,https://clinicaltrials.gov/study/NCT00565851,28438473,https://pubmed.ncbi.nlm.nih.gov/28438473,Arm III/VII (Surgery + CT/GC),31.0,control,intervention,EXPERIMENTAL,unresolved,,control,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00565851,https://clinicaltrials.gov/study/NCT00565851,28438473,https://pubmed.ncbi.nlm.nih.gov/28438473,Arm IV/VIII (Surgery + Chemotherapy + Bevacizumab),36.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00565851,https://clinicaltrials.gov/study/NCT00565851,28438473,https://pubmed.ncbi.nlm.nih.gov/28438473,Arm II (Carboplatin + Paclitaxel + Bevacizumab),36.0,intervention,intervention,EXPERIMENTAL,intervention,"The addition of bevacizumab to standard chemotherapy, followed by maintenance therapy until progression, improved the median overall survival.",intervention,,,
PUBMED_UNRESOLVED,NCT00565851,https://clinicaltrials.gov/study/NCT00565851,28438473,https://pubmed.ncbi.nlm.nih.gov/28438473,Arm IV (Surgery + Carboplatin + Paclitaxel + Bevacizumab),34.0,intervention,control,ACTIVE_COMPARATOR,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00265850,https://clinicaltrials.gov/study/NCT00265850,28632865,https://pubmed.ncbi.nlm.nih.gov/28632865,Arm A (Bevacizumab + FOLFOX/FOLFIRI),27.0,control,control,ACTIVE_COMPARATOR,unresolved,,control,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00265850,https://clinicaltrials.gov/study/NCT00265850,28632865,https://pubmed.ncbi.nlm.nih.gov/28632865,Arm B (Cetuximab + FOLFOX/FOLFIRI),53.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT01067144,https://clinicaltrials.gov/study/NCT01067144,29238824,https://pubmed.ncbi.nlm.nih.gov/29238824,Placebo Arm,3.0,control,control,PLACEBO_COMPARATOR,control,"Gabapentin... or active placebo (lorazepam, 0.5 mg) preoperatively followed by inactive placebo postoperatively.",control,,,
PUBMED_UNRESOLVED,NCT01067144,https://clinicaltrials.gov/study/NCT01067144,29238824,https://pubmed.ncbi.nlm.nih.gov/29238824,Observational Arm,3.0,control,control,,unresolved,,control,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT01067144,https://clinicaltrials.gov/study/NCT01067144,29238824,https://pubmed.ncbi.nlm.nih.gov/29238824,Gabapentin Arm,3.0,intervention,intervention,EXPERIMENTAL,intervention,To determine the effect of perioperative gabapentin on remote postoperative time to pain resolution and opioid cessation.,intervention,,,
PUBMED_UNRESOLVED,NCT01706939,https://clinicaltrials.gov/study/NCT01706939,31345387,https://pubmed.ncbi.nlm.nih.gov/31345387,Arm B (Standard Dose Radiation + Carboplatin),48.0,control,control,ACTIVE_COMPARATOR,control,randomized 1:2 to sdCRT (7000 cGy) or rdCRT (5600 cGy) with weekly carboplatin,control,,,
PUBMED_UNRESOLVED,NCT01706939,https://clinicaltrials.gov/study/NCT01706939,31345387,https://pubmed.ncbi.nlm.nih.gov/31345387,Arm C (Non-responders: Standard CRT + Carboplatin + Erbitux + Paclitaxel),48.0,control,control,,unresolved,,control,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT01706939,https://clinicaltrials.gov/study/NCT01706939,31345387,https://pubmed.ncbi.nlm.nih.gov/31345387,Arm A (Reduced Dose Radiation + Carboplatin),43.0,intervention,intervention,EXPERIMENTAL,intervention,"after induction chemotherapy (IC), reduced dose chemoradiation (rdCRT) would result in equivalent PFS and OS compared to sdCRT",intervention,,,
PUBMED_UNRESOLVED,NCT00127205,https://clinicaltrials.gov/study/NCT00127205,31693129,https://pubmed.ncbi.nlm.nih.gov/31693129,Arm 2 (Clodronate),8.0,control,control,ACTIVE_COMPARATOR,unresolved,,control,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00127205,https://clinicaltrials.gov/study/NCT00127205,31693129,https://pubmed.ncbi.nlm.nih.gov/31693129,Arm 1 (Zoledronic Acid),8.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00127205,https://clinicaltrials.gov/study/NCT00127205,31693129,https://pubmed.ncbi.nlm.nih.gov/31693129,Arm 3 (Ibandronate),8.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00127205,https://clinicaltrials.gov/study/NCT00127205,31693129,https://pubmed.ncbi.nlm.nih.gov/31693129,Arm 3 (Ibandronate),8.0,intervention,intervention,,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT02625610,https://clinicaltrials.gov/study/NCT02625610,33197226,https://pubmed.ncbi.nlm.nih.gov/33197226,Best Supportive Care (BSC) Only,20.0,control,control,,unresolved,,control,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT02625610,https://clinicaltrials.gov/study/NCT02625610,33197226,https://pubmed.ncbi.nlm.nih.gov/33197226,Chemotherapy Maintenance (Oxaliplatin + 5-FU),27.0,control,intervention,EXPERIMENTAL,control,randomly assigned 1:1 to avelumab 10 mg/kg every 2 weeks or continued chemotherapy,control,,,
PUBMED_UNRESOLVED,NCT02625610,https://clinicaltrials.gov/study/NCT02625610,33197226,https://pubmed.ncbi.nlm.nih.gov/33197226,Avelumab Maintenance,27.0,intervention,intervention,EXPERIMENTAL,intervention,We investigated avelumab (anti-programmed death ligand-1 [PD-L1]) maintenance after first-line induction chemotherapy,intervention,,,
PUBMED_UNRESOLVED,NCT03141177,https://clinicaltrials.gov/study/NCT03141177,33657295,https://pubmed.ncbi.nlm.nih.gov/33657295,Arm C (Sunitinib),18.0,control,control,ACTIVE_COMPARATOR,control,Nivolumab plus Cabozantinib versus Sunitinib for Advanced Renal-Cell Carcinoma,control,,,
PUBMED_UNRESOLVED,NCT03141177,https://clinicaltrials.gov/study/NCT03141177,33657295,https://pubmed.ncbi.nlm.nih.gov/33657295,Arm B (Nivolumab + Ipilimumab + Cabozantinib),25.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT03141177,https://clinicaltrials.gov/study/NCT03141177,33657295,https://pubmed.ncbi.nlm.nih.gov/33657295,Arm A (Nivolumab + Cabozantinib),27.0,intervention,intervention,EXPERIMENTAL,intervention,"we randomly assigned adults with previously untreated clear-cell, advanced renal-cell carcinoma to receive either nivolumab plus cabozantinib",intervention,,,
PUBMED_UNRESOLVED,NCT02445391,https://clinicaltrials.gov/study/NCT02445391,34092112,https://pubmed.ncbi.nlm.nih.gov/34092112,Arm A (Observation),4.0,control,control,NO_INTERVENTION,unresolved,,control,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT02445391,https://clinicaltrials.gov/study/NCT02445391,34092112,https://pubmed.ncbi.nlm.nih.gov/34092112,Arm B (Platinum-based chemotherapy),8.0,intervention,intervention,EXPERIMENTAL,intervention,iDFS would not be inferior but improved in patients with basal subtype TNBC treated with adjuvant platinum compared with capecitabine,intervention,,,
PUBMED_UNRESOLVED,NCT02445391,https://clinicaltrials.gov/study/NCT02445391,34092112,https://pubmed.ncbi.nlm.nih.gov/34092112,Arm C (Capecitabine),10.0,intervention,control,ACTIVE_COMPARATOR,control,"high-risk for recurrence, which is reduced by adjuvant capecitabine ... assuming a 4-year iDFS of 67% with capecitabine",control,CORRECTION_APPLIED,,
PUBMED_UNRESOLVED,NCT00549848,https://clinicaltrials.gov/study/NCT00549848,34170389,https://pubmed.ncbi.nlm.nih.gov/34170389,"Arm B (Conventional Dose PEG-asparaginase, Standard/High-Risk)",79.5,control,intervention,EXPERIMENTAL,control,randomized in continuation to receive 2500 IU/m2 or 3500 IU/m2 IV ... continuously (15 doses) on the standard/high risk (SHR) arms,control,,,
PUBMED_UNRESOLVED,NCT00549848,https://clinicaltrials.gov/study/NCT00549848,34170389,https://pubmed.ncbi.nlm.nih.gov/34170389,"Arm A (Higher Dose PEG-asparaginase, Standard/High-Risk)",78.0,intervention,control,ACTIVE_COMPARATOR,intervention,randomized in continuation to receive 2500 IU/m2 or 3500 IU/m2 IV ... continuously (15 doses) on the standard/high risk (SHR) arms,intervention,,,
PUBMED_UNRESOLVED,NCT00549848,https://clinicaltrials.gov/study/NCT00549848,34170389,https://pubmed.ncbi.nlm.nih.gov/34170389,Low-Risk (LR),78.0,intervention,intervention,,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT01459497,https://clinicaltrials.gov/study/NCT01459497,34383006,https://pubmed.ncbi.nlm.nih.gov/34383006,Arm B (Conventional radiation),34.0,control,control,ACTIVE_COMPARATOR,,,control,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT01459497,https://clinicaltrials.gov/study/NCT01459497,34383006,https://pubmed.ncbi.nlm.nih.gov/34383006,Arm A (Accelerated hypofractionated IGRT),19.0,intervention,control,ACTIVE_COMPARATOR,,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00500890,https://clinicaltrials.gov/study/NCT00500890,34997889,https://pubmed.ncbi.nlm.nih.gov/34997889,"Carboplatin Arm (Carboplatin, Etoposide, Vincristine)",33.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT00500890,https://clinicaltrials.gov/study/NCT00500890,34997889,https://pubmed.ncbi.nlm.nih.gov/34997889,"Cyclophosphamide Arm (Cyclophosphamide, Etoposide, Vincristine)",33.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT02998528,https://clinicaltrials.gov/study/NCT02998528,35403841,https://pubmed.ncbi.nlm.nih.gov/35403841,Arm B (Platinum-Doublet Chemotherapy),12.0,control,control,ACTIVE_COMPARATOR,control,"to receive nivolumab plus platinum-based chemotherapy or platinum-based chemotherapy alone, followed by resection",control,,,
PUBMED_UNRESOLVED,NCT02998528,https://clinicaltrials.gov/study/NCT02998528,35403841,https://pubmed.ncbi.nlm.nih.gov/35403841,Arm A (Nivolumab plus Ipilimumab),9.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT02998528,https://clinicaltrials.gov/study/NCT02998528,35403841,https://pubmed.ncbi.nlm.nih.gov/35403841,Arm C (Nivolumab plus Platinum-Doublet Chemotherapy),12.0,intervention,intervention,EXPERIMENTAL,intervention,neoadjuvant nivolumab plus chemotherapy resulted in significantly longer event-free survival ... than chemotherapy alone,intervention,,,
PUBMED_UNRESOLVED,NCT03336333,https://clinicaltrials.gov/study/NCT03336333,35810754,https://pubmed.ncbi.nlm.nih.gov/35810754,Arm B (Bendamustine + Rituximab),17.0,control,intervention,EXPERIMENTAL,control,randomly assigned patients without del(17)(p13.1) to zanubrutinib (group A) or bendamustine-rituximab (group B),control,,,
PUBMED_UNRESOLVED,NCT03336333,https://clinicaltrials.gov/study/NCT03336333,35810754,https://pubmed.ncbi.nlm.nih.gov/35810754,Arm A/C (Zanubrutinib),11.0,intervention,intervention,EXPERIMENTAL,intervention,"Zanubrutinib is a next-generation, selective Bruton tyrosine kinase inhibitor ... We compared zanubrutinib with bendamustine-rituximab",intervention,,,
PUBMED_UNRESOLVED,NCT03336333,https://clinicaltrials.gov/study/NCT03336333,35810754,https://pubmed.ncbi.nlm.nih.gov/35810754,Arm D (Venetoclax + Zanubrutinib),17.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT03748641,https://clinicaltrials.gov/study/NCT03748641,36952634,https://pubmed.ncbi.nlm.nih.gov/36952634,Placebo + Abiraterone Acetate + Prednisone (AAP),18.0,control,intervention,EXPERIMENTAL,control,Patients were assigned 1:1 to receive niraparib + AAP or placebo + AAP,control,,,
PUBMED_UNRESOLVED,NCT03748641,https://clinicaltrials.gov/study/NCT03748641,36952634,https://pubmed.ncbi.nlm.nih.gov/36952634,Niraparib + Abiraterone Acetate + Prednisone (AAP),18.0,intervention,intervention,EXPERIMENTAL,intervention,Combination treatment with niraparib + AAP significantly lengthened rPFS in patients with HRR+ mCRPC compared with standard-of-care AAP,intervention,,,
PUBMED_UNRESOLVED,NCT03748641,https://clinicaltrials.gov/study/NCT03748641,36952634,https://pubmed.ncbi.nlm.nih.gov/36952634,Arm C (Cohort 3: FDC Niraparib/AA + Prednisone),18.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT04248829,https://clinicaltrials.gov/study/NCT04248829,37379502,https://pubmed.ncbi.nlm.nih.gov/37379502,Gefitinib 250 mg,13.0,control,intervention,EXPERIMENTAL,control,Patients were randomly assigned 1:1 to lazertinib 240 mg once daily orally or gefitinib 250 mg once daily orally,control,,,
PUBMED_UNRESOLVED,NCT04248829,https://clinicaltrials.gov/study/NCT04248829,37379502,https://pubmed.ncbi.nlm.nih.gov/37379502,Lazertinib 240 mg,13.0,intervention,control,ACTIVE_COMPARATOR,intervention,"Lazertinib is a potent, CNS-penetrant, third-generation epidermal growth factor receptor (EGFR) tyrosine kinase inhibitor",intervention,,,
PUBMED_UNRESOLVED,NCT04248829,https://clinicaltrials.gov/study/NCT04248829,37379502,https://pubmed.ncbi.nlm.nih.gov/37379502,Open-label Lazertinib 240 mg (Cross-over),13.0,intervention,intervention,,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT04177108,https://clinicaltrials.gov/study/NCT04177108,38060199,https://pubmed.ncbi.nlm.nih.gov/38060199,Arm C (Paclitaxel + Placebo + Placebo),40.0,control,intervention,EXPERIMENTAL,control,Grade ≥3 adverse events were more frequent with the triplet than with doublets or single-agent paclitaxel,control,,,
PUBMED_UNRESOLVED,NCT04177108,https://clinicaltrials.gov/study/NCT04177108,38060199,https://pubmed.ncbi.nlm.nih.gov/38060199,Arm A (Ipatasertib + Atezolizumab + Paclitaxel),40.0,intervention,intervention,EXPERIMENTAL,intervention,Triplet therapy comprised intravenous atezolizumab ... oral ipatasertib ... and intravenous paclitaxel ... as first-line therapy,intervention,,,
PUBMED_UNRESOLVED,NCT04177108,https://clinicaltrials.gov/study/NCT04177108,38060199,https://pubmed.ncbi.nlm.nih.gov/38060199,Arm B (Ipatasertib + Paclitaxel / Atezolizumab + Paclitaxel),41.5,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT04177108,https://clinicaltrials.gov/study/NCT04177108,38060199,https://pubmed.ncbi.nlm.nih.gov/38060199,Arm B - Cohort 2 (Atezolizumab + Paclitaxel + Placebo),40.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
PUBMED_UNRESOLVED,NCT02864251,https://clinicaltrials.gov/study/NCT02864251,38252907,https://pubmed.ncbi.nlm.nih.gov/38252907,Arm C (Pemetrexed plus Platinum),18.0,control,control,ACTIVE_COMPARATOR,control,randomly assigned 1:1 to nivolumab ... plus platinum-doublet chemotherapy ... or platinum-doublet chemotherapy alone,control,,,
PUBMED_UNRESOLVED,NCT02864251,https://clinicaltrials.gov/study/NCT02864251,38252907,https://pubmed.ncbi.nlm.nih.gov/38252907,Arm A (Nivolumab plus Pemetrexed/Platinum),18.0,intervention,intervention,EXPERIMENTAL,intervention,evaluated nivolumab plus chemotherapy versus chemotherapy in patients with EGFR-mutated metastatic non-small-cell lung cancer,intervention,,,
PUBMED_UNRESOLVED,NCT02864251,https://clinicaltrials.gov/study/NCT02864251,38252907,https://pubmed.ncbi.nlm.nih.gov/38252907,Arm B (Nivolumab plus Ipilimumab),27.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,PUBMED_UNRESOLVED,,
CORRECTION_APPLIED,NCT00295646,https://clinicaltrials.gov/study/NCT00295646,19213681,https://pubmed.ncbi.nlm.nih.gov/19213681,Arm A (Nolvadex alone),3.0,control,control,ACTIVE_COMPARATOR,control,"addition of zoledronic acid to endocrine therapy, as compared with endocrine therapy without zoledronic acid",control,,,
CORRECTION_APPLIED,NCT00295646,https://clinicaltrials.gov/study/NCT00295646,19213681,https://pubmed.ncbi.nlm.nih.gov/19213681,Arm C (Arimidex alone),3.0,control,control,ACTIVE_COMPARATOR,control,"addition of zoledronic acid to endocrine therapy, as compared with endocrine therapy without zoledronic acid",control,,,
CORRECTION_APPLIED,NCT00295646,https://clinicaltrials.gov/study/NCT00295646,19213681,https://pubmed.ncbi.nlm.nih.gov/19213681,Arm C (Arimidex alone),3.0,intervention,intervention,,control,"addition of zoledronic acid to endocrine therapy, as compared with endocrine therapy without zoledronic acid",control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00295646,https://clinicaltrials.gov/study/NCT00295646,19213681,https://pubmed.ncbi.nlm.nih.gov/19213681,Arm B (Nolvadex plus zoledronate),3.0,intervention,control,ACTIVE_COMPARATOR,intervention,The addition of zoledronic acid to adjuvant endocrine therapy improves disease-free survival,intervention,,,
CORRECTION_APPLIED,NCT00295646,https://clinicaltrials.gov/study/NCT00295646,19213681,https://pubmed.ncbi.nlm.nih.gov/19213681,Arm D (Arimidex plus zoledronate),8.5,intervention,control,ACTIVE_COMPARATOR,intervention,The addition of zoledronic acid to adjuvant endocrine therapy improves disease-free survival,intervention,,,
